Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,Unnamed: 10,abstract
20876737,No," Peter R Mitoff,",Cardiac-specific sympathetic activation in men and women with and without heart failure.,Heart (British Cardiac Society),2011 Mar,Clinical,Human,166,,"Clinical outcomes for cardiovascular syndromes such as heart failure differ between men and women.To seek phenotypic evidence for sex-differences in cardiac-specific sympathetic nervous system activation, as abnormal sympathetic nervous system activation is a key pathophysiological mechanism in heart failure (HF).Patients who underwent evaluation of cardiac norepinephrine spillover (CNESP) using radiotracer methodology were identified retrospectively, and included in the analysis if they met criteria for either a normal left ventricular (NLV) function group, or systolic HF group, defined as an LV ejection fraction <40% and NYHA class II-III symptoms. Within each group a matched cohort analysis, identifying two control men for each woman, was performed.166 subjects were identified, 48 within the NLV function group and 118 within the HF group. In the NLV function group, 12 women were matched for age to 24 men. Women had significantly higher NE concentrations in coronary sinus plasma. When normalised to total body NE spillover (CNESP:TBNESP), women had significantly higher values than men (CNESP:TBNESP, 6±3% in women vs 3±3% in men, p<0.05). In the HF group, 20 women were matched for age, date of study and presence of coronary disease to 39 men. There were no differences in comorbidities, drugs or haemodynamic measurements. Both CNESP and CNESP:TBNESP were significantly higher in women with HF than in men (CNESP 264±191 in women vs 182±110 in men, CNESP:TBNESP 9±6% in women vs 4±2% in men, p<0.05 for both).In patients with and without HF, women exhibit increased cardiac-specific sympathetic activation. Sexual dimorphism in cardiac autonomic physiology and its relationship to disease merits further investigation."
23554675,Yes," Pei-Chi Yang,",Gender-based differences in cardiac diseases.,Journal of biomedical research,2011 Mar,REVIEW,Human,n.a.,,"It has been observed that the incidence of heart failure and Brugada syndrome are higher in men, while women are more likely to have QT interval prolongation and develop torsades de pointes (TdP). Over the past decade, new studies have improved our understanding of the mechanisms of abnormal repolarization and the relationship between gender differences in cardiac repolarization and presentation of clinical syndromes. Nevertheless, the causes of gender-based differences in cardiac disease are still not completely clear. This review paper briefly summarized what is currently known about gender differences in heart failure, Brugada syndrome and long QT syndrome from molecular mechanisms to clinical presentations."
20202706,No," G Tasevska-Dinevska,","Gender differences in variables related to B-natriuretic peptide, left ventricular ejection fraction and mass, and peak oxygen consumption, in patients with heart failure.",International journal of cardiology,2011 Jun 16,Clinical,Human,930,,"We assessed gender differences in variables related to B-natriuretic peptide (BNP), left ventricular ejection fraction (LVEF), peak oxygen consumption (peak-VO2), and LV mass (LVM), among patients recently hospitalized for suspected heart failure (HF).Of 930 consecutive patients, 409 accepted follow-up after discharge, 221 of these had definite HF (90 women, mean age 74.5 [9.8]years). In 141 HF patients (61 women) with BNP data, women had lower BNP than men (43.9 [38.1] versus 76.3 [88.9]pmol/L, P=0.0193). LVEF (all HF patients) was higher in women (49.8 [13.4] versus 42.4 [13.9]%, P=0.0004). Peak-VO2 (147 HF patients, 48 women) was lower in women (13.9 [4.3] versus 16.3 [4.2]mL/kg/min, P=0.0093). LVM index (200 HF patients, 78 women) was lower in women (130.4 [46.5] versus 171.7 [57.6]g/m(2), P<0.0001). Among HF patients, variables independently related to BNP were body mass index (BMI) and peak-VO2 exclusively among men, mitral regurgitation, respiratory disease and angiotensin receptor blocker treatment only among women. Variables independently related to LVEF were resting heart rate, acetylic salicylic acid use and BNP exclusively among men. No variable was exclusive for women. Variables independently related to peak-VO2 were right ventricular size, BNP, resting and peak heart rate solely among men, BMI and stable angina pectoris exclusively among women. Variables independently related to LVM were left atrial diameter only among men, BMI exclusively among women.Among elderly HF patients, there were some important gender differences in BNP, LVEF, peak-VO2 and LVM, and in variables independently related to these factors."
21529733,No," Eline A Q Mooyaart,",Comparison of long-term survival of men versus women with heart failure treated with cardiac resynchronization therapy.,The American journal of cardiology,2011 Jul 1,Outcomes,Human,578,,"Cardiac resynchronization therapy (CRT) is an established treatment of patients with heart failure. Several baseline characteristics can influence the CRT outcomes, and little is known about the effect of gender. The aim of the present study was to elucidate the gender-related differences in long-term survival after CRT. A total of 578 consecutive patients with heart failure underwent CRT. At baseline and 6 months after CRT, the clinical and echocardiographic parameters were obtained. All-cause mortality was compared between the men and women. The study population included 431 men (67 ± 9 years) and 147 women (65 ± 11 years). No differences in the clinical and echocardiographic characteristics were observed between the men and women, except for left bundle branch block and a nonischemic etiology of heart failure, which were more frequent in women (81% vs 68% and 63% vs 33%, respectively; p <0.01), and atrial fibrillation, which was more prevalent in men (20% vs 10%, respectively; p = 0.01). During a mean follow-up of 34 ± 25 months, 197 patients died (158 men and 39 women). Kaplan-Meier analysis showed a significant difference in long-term survival between the women and men (p = 0.007). The 2-year all-cause mortality rate was 15% in men and 8% in women (p = 0.025). Cox proportional hazard analysis revealed female gender is an independent predictor of long-term survival, together with heart failure etiology and renal function. In particular, women with heart failure due to a nonischemic etiology showed the best long-term survival rate. In conclusion, female gender and nonischemic etiology were independently associated with better long-term survival after CRT."
21461560,No," Martina Delbeck,",Impaired left-ventricular cardiac function in male GPR30-deficient mice.,Molecular medicine reports,2011 Jan-Feb,Pathophysiology,Mouse,,,"G-protein-coupled receptor 30 (GPR30) has been reported to act as a membrane-bound estrogen receptor that is involved in the mediation of non-genomic estradiol signalling. In this study, we demonstrated that male, but not female, GPR30-deficient mice suffer from impaired left‑ventricular cardiac function. Left ventricles from male mutant mice were enlarged. There were no malformations in the valves or outflow tract of the heart. Both the contractility and relaxation capacity of the left ventricle were reduced, leading to increased left‑ventricular end-diastolic pressure in GPR30-deficient mice. In conclusion, our data support a role for GPR30 in the gender-specific aspects of heart failure."
21731804,No," Abdullah S Assiri,","Effect of gender difference in management of heart failure patients in aseer, saudi arabia.",Heart views : the official journal of the Gulf Heart Association,2011 Jan,Clinical,Human,300,,"Heart failure (HF) is a common medical problem with a high impact on public health. Evidence of gender difference in management of HF is scarce. We conducted a retrospective study to evaluate the presence of gender difference in management of HF patients admitted to the tertiary care hospital in the Aseer region/Saudi Arabia.A chart review was conducted at Aseer Central Hospital (ACH) on consecutive patients admitted with the primary diagnosis of HF between Jun 2007 and May 2009. Data were collected on clinical and management profiles and analyzed for the presence of gender difference in HF management.A total of 206 male patients and 94 female patients with HF were reviewed. Ischemic and dilated cardiomyopathy etiologies were significantly higher in male patients (42.7 vs. 28.7%, P < 0.021) and (13.1% vs. 3.2%, P < 0.008), respectively. Renal failure and atrial fibrillation were significantly higher in female patients with HF (20.2 vs., 5.3% P < 0.001) and (20.2 vs. 10.2%, P < 0.018), respectively. Smoking was significantly higher in male patients (11.7 vs. 0%, P < 0.001). Echocardiography was performed equally for both genders and ejection fraction was significantly higher in female patients (38.2 ± 16.9% vs. 30.4 ± 16.6%, P < 0.001). Beta-blockers were prescribed significantly less to female patients (36.2 vs. 57.8%, P < 0.001), while ACE inhibitors and digoxin were prescribed significantly less to male patients (64.1 vs.75.5%, P < 0.049) and (24.8 vs. 36.2%, P < 0.042), respectively.Gender differences were detected in clinical presentation and management of HF. Female patients with HF had less ischemic etiology and smoking, but more atrial fibrillation and renal dysfunction. Female patients were under-treated by Beta-blockers while male patients were under-treated by ACE inhibitors and digoxin. Both genders were investigated equally, and female patients had a better ejection fraction."
19700210,No," Bjorn Brandsaeter,",Gender differences among Norwegian patients with heart failure.,International journal of cardiology,2011 Feb 3,Clinical,Human,3632,,"Recent studies have suggested differences in outcome and treatment between men and women with heart failure. The aim of this study was to see if there were gender differences in the treatment and outcome in real life heart failure patients.Norwegian Heart Failure Registry was used. Three-thousand-six-hundred-and-thirty-two patients (men, n = 2545 (70%), women, n = 1087 (30%)) were included in the study from January 2000 to February 2006. Patients were followed up until death or December 31 2006. The cohort was split into patients with an ejection fraction (EF) less and above 50% and genders were then compared.In the group with EF ≥ 50% the only difference between basic characteristics was that men had a lower heart rate. In the group with an EF<50% women were older, had a higher heart rate, had less often atrial fibrillation, were less often smokers and had a more severe NYHA-classification compared to men. More men used statins and warfarin and coronary heart disease (CHD) was more common as the underlying cause of heart failure among men compared to women. In a Kaplan-Meier analysis there was no significant difference between men and women concerning survival.There are differences in basic characteristics, medical history and treatment between men and women in the Norwegian Heart Failure Registry. The survival rates were equal between men and women in this group of real life patients with heart failure."
21118860,No," Masoud Shafazand,","Decreasing trends in the incidence of heart failure after acute myocardial infarction from 1993-2004: a study of 175,216 patients with a first acute myocardial infarction in Sweden.",European journal of heart failure,2011 Feb,Epidemiology,Human,175216,,"To investigate temporal trends in the risk of heart failure (HF) complicating acute myocardial infarction (AMI) and to determine whether these trends differ by gender or age.The national Swedish hospital discharge and death registries from 1993 to 2004 were used to calculate age- and gender-specific trends for a first episode of HF within 3 years in 175 216 patients aged 35-84 and hospitalized with a first AMI. Overall, 14.4% of patients aged 35-64 and 31.5% of those aged 65-84 with AMI in 1993-1995 had a hospital diagnosis of HF within 3 years (including the index admission). Corresponding figures for patients with AMI from 2002 to 2004 were 11.5 and 28.0%, respectively. In multivariable analyses, the risk of HF decreased by 4% per year. Having had a stroke before admission increased HF risk by 37%, diabetes increased the risk by 76% and atrial fibrillation by 80%. Patients with any kind of valvular disease had a more than doubled risk. Women had a 6% higher incidence of HF than men, whereas men with an index admission for AMI who did not develop HF had higher mortality than women.In this national sample, we observed a steady decrease in the risk of being hospitalized with HF after an AMI. However, the 3-year risk of HF remains high, with nearly one-third of AMI patients aged 65-84 developing HF within 3 years."
21183250,No," Gisela Galindo Ortego,","[Heart failure patients in Primary Care: aging, comorbidities and polypharmacy].",Atencion primaria / Sociedad Espa√É¬±ola de Medicina de Familia y Comunitaria,2011 Feb,Epidemiology,Human,3017,,"To assess heart failure prevalence, epidemiology, co-morbidities and polypharmacy in our region from electronic patient records. To evaluate gender differences in heart failure patients.Descriptive, cross-sectional study.Primary care Lleida (Spain).All patients from 21 primary care centers with the diagnosis of heart failure in medical records were included.Demographic data, comorbidities and therapeutical subgroups in patients with a diagnosis of heart failure in their clinical record.Heart failure was found in 0.99% (3017 from 306229 patients), of whom 59% were women, and a mean age of 80 years. Comorbidities: hypertension 67%, diabetes 30%, hyperlipidemia 26.5%, obesity 27%, ischemic heart disease 19%, stroke 11%, atrial fibrillation 31%, COPD 26%, renal failure 12%. Hypertension, hyperlipidemia and obesity were more frequent in women, COPD, ischemic heart disease and renal failure in men. There were no differences in diabetes, stroke and atrial fibrillation. Patients were prescribed a median of 8 different therapeutic subgroups (P25=6 and P75=11). Women were more frequently prescribed diuretics (76%), cardiac glycosides (22%) and ACE inhibitors/angiotensin II receptor antagonists, and men ACE inhibitors/angiotensin II receptor antagonists in combination with beta-blockers.Heart failure patients in primary care are elderly, with significant co-morbidities and treated with a high number of drugs. Gender differences exist in cardiovascular risk factors, co-morbidities, and also in therapy."
22567052,Yes," C Ginghin√Ñ∆í,",A personalized medicine target: heart failure in women.,Journal of medicine and life,2011 Aug 15,Review,Human,na,,"It is increasingly known that gender differences affect disease presentation, clinical pathways, diagnostic yield and prognosis of patients with cardiovascular disorders. There are novel insights regarding heart failure that provide a platform for personalized medicine. This is a review of the existent data about heart failure in women, a neglected topic that has gained considerable interest in the past years. Heart failure in women differs in many aspects from that of men. Part of the difference is attributable to age, ventricular function and cause of heart failure, with women being generally older at heart failure onset, more often without left ventricular systolic dysfunction and less often having heart failure due to ischaemic heart disease, in comparison with men. Elucidation of the genetic and pathophysiological basis of sex differences, together with clinical trials designed to study the impact of treatments in women, could lead to sex based heart failure management."
21784821,No," Austin G Stack,",Survival trends of US dialysis patients with heart failure: 1995 to 2005.,Clinical journal of the American Society of Nephrology : CJASN,2011 Aug,Epidemiology,Human,926298,,"Congestive heart failure (CHF) is a major risk factor for death in end-stage kidney disease; however, data on prevalence and survival trends are limited. The objective of this study was to determine the prevalence and mortality effect of CHF in successive incident dialysis cohorts.This was a population-based cohort of incident US dialysis patients (n = 926,298) from 1995 to 2005. Age- and gender-specific prevalence of CHF was determined by incident year, whereas temporal trends in mortality were compared using multivariable Cox regression.The prevalence of CHF was significantly higher in women than men and in older than younger patients, but it did not change over time in men (range 28% to 33%) or women (range 33% to 36%). From 1995 to 2005, incident death rates decreased for younger men (≤70 years) and increased for older men (>70 years). For women, the pattern was similar but less impressive. During this period, the adjusted mortality risks (relative risk [RR]) from CHF decreased in men (from RR = 1.06 95% Confidence intervals (CI) 1.02-1.11 in 1995 to 0.91 95% CI 0.87-0.96 in 2005) and women (from RR = 1.06 95% CI 1.01-1.10 in 1995 to 0.90 95% CI 0.85-0.95 in 2005 compared with referent year 2000; RR = 1.00). The reduction in mortality over time was greater for younger than older patients (20% to 30% versus 5% to 10% decrease per decade).Although CHF remains a common condition at dialysis initiation, mortality risks in US patients have declined from 1995 to 2005."
21449884,Yes," Marina Pierdominici,",Gender specific aspects of cell death in the cardiovascular system.,Current pharmaceutical design,2011,Review,Human,,,"It has become apparent over the past few decades that several factors can determine lethal or sublethal alterations of cardiovascular system cell function such as inflammatory reaction products, peptides and hormones. In turn, the loss of cellular components from the blood vessels wall and the heart tissue contributes to the development of cardiovascular diseases (CVD). Hence, in the recent years, the efforts of several research groups have specifically been devoted to deeply investigate the implication of the main forms of cell injury, necrosis, apoptosis and autophagy, in the development of cardiac and blood vessel alterations associated with human diseases. Furthermore, several lines of evidence demonstrate that CVD clearly display significant gender differences in terms of onset, progression and outcome. Cardiovascular cells contain functional estrogen and androgen receptors and are targets for sex hormone action, which can influence many physiological and pathological processes, including vascular and myocardial cell homeostasis. However, hormones are important but not unique actors in this issue, further genetic and epigenetic determinants being involved. This review focuses on recent studies on the effects of gender differences, including sex hormones, on cardiac and vascular cell injury and death and their influence in determining atherosclerosis, heart failure and other main human CVD."
21449888,Yes," Stefan Anker,",Gender related issues in the management of heart failure.,Current pharmaceutical design,2011,Review,Human,,,"Heart failure (HF) represents a growing health issue with significant morbidity, expense, and mortality in western world. Despite a similar prevalence between gender our knowledge about this disease mostly come from studies performed in men. Instead, until now women have been under-represented in HF trials and this limits our knowledge of HF in women to extrapolation of findings from men. However according to the available data women with HF differ from men regarding pathophysiology, clinical presentation and prognosis. Women with HF often present at an older age, have a better systolic function, suffer from more comorbidities, have an higher rate of hospital admissions and have a better age-adjusted survival compared to men. Moreover pharmacodynamic specificities related to gender have been described. Taken together these gender-related differences can affect response to several kinds of treatments and the general clinical approach to the patient by the physician. The understanding of these differences may improve the clinical management of HF and possible new gender-specific diagnostic and therapeutic options may be developed. To this aim, it remains mandatory. to increase the number of female patients with HF enrolled in clinical trials."
21338512,No," Jennifer A Onyimba,",The innate immune response to coxsackievirus B3 predicts progression to cardiovascular disease and heart failure in male mice.,Biology of sex differences,2011,Pathophysiology,Mouse,10,,"Men are at an increased risk of dying from heart failure caused by inflammatory heart diseases such as atherosclerosis, myocarditis and dilated cardiomyopathy (DCM). We previously showed that macrophages in the spleen are phenotypically distinct in male compared to female mice at 12 h after infection. This innate immune profile mirrors and predicts the cardiac immune response during acute myocarditis.In order to study sex differences in the innate immune response, five male and female BALB/c mice were infected intraperitoneally with coxsackievirus B3 (CVB3) or phosphate buffered saline and their spleens were harvested 12 h later for microarray analysis. Gene expression was determined using an Affymetrix Mouse Gene 1.0 ST Array. Significant gene changes were verified by quantitative real-time polymerase chain reaction or ELISA.During the innate immune response to CVB3 infection, infected males had higher splenic expression of genes which are important in regulating the influx of cholesterol into macrophages, such as phospholipase A2 (PLA2) and the macrophage scavenger receptor compared to the infected females. We also observed a higher expression in infected males compared to infected females of squalene synthase, an enzyme used to generate cholesterol within cells, and Cyp2e1, an enzyme important in metabolizing cholesterol and steroids. Infected males also had decreased levels of the translocator protein 18 kDa (TSPO), which binds PLA2 and is the rate-limiting step for steroidogenesis, as well as decreased expression of the androgen receptor (AR), which indicates receptor activation. Gene differences were not due to increased viral replication, which was unaltered between sexes.We found that, compared to females, male mice had a greater splenic expression of genes which are important for cholesterol metabolism and activation of the AR at 12 h after infection. Activation of the AR has been linked to increased cardiac hypertrophy, atherosclerosis, myocarditis/DCM and heart failure in male mice and humans."
20656892,Yes," Seiichiro Sakao,",The estrogen paradox in pulmonary arterial hypertension.,American journal of physiology. Lung cellular and molecular physiology,2010 Oct,Review,Human,,,"Idiopathic pulmonary arterial hypertension (PAH) is a disabling condition characterized by PA vasoconstriction and remodeling as well as in situ thrombosis and eventual right heart failure. Idiopathic PAH occurs more frequently in females than in males. The female:male ratio is 1.64 ∼ 3.88:1. Although endogenous sex hormones including estrogen have been suggested to account for the observed gender differences in PAH, a precise pathobiology for the gender differences remains uncertain. Recent studies demonstrated that estrogen exerts beneficial effects on the pulmonary vasculature. However, it seems to contradict the female predominance that is observed in idiopathic PAH. Moreover, Sweeney and Voelkel (Sweeney L and Voelkel NF. Eur J Med Res 14: 433-442, 2009) showed that early and long-term estrogen exposure might be correlated with an increased risk of the development of PAH. Here we ask the question: Is estrogen a friend or a foe? According to accumulating evidence, we postulate that the different effects of estrogens on different target cells could account for this paradox, i.e., estrogens may exert beneficial effects only on the increased muscularization of vessel walls, but not on phenotypically altered endothelial cells. The effects of estrogens on the pulmonary vasculature are potent and complex, yet not fully understood. A better mechanistic understanding may allow for future therapeutic interventions in patients with PAH."
20654603,No," Jun Lu,",Establishment of reference intervals for soluble ST2 from a United States population.,"Clinica chimica acta, international journal of clinical chemistry",2010 Nov 11,Pathophysiology,Human,490,,"Soluble ST2 (sST2) is a protein in the interleukin-1 receptor family secreted by myocytes in response to mechanical strain. Elevated sST2 is strongly prognostic in patients with heart failure.sST2 was measured using the Presage ST2 ELISA. Evaluation included imprecision, linearity, recovery, analytical sensitivity, limit of quantification, stability, and sample type comparisons. Gender-specific reference intervals were established from 245 male and 245 female serum specimens.At sST2 concentrations of 11.6, 26.9, and 88.0 ng/mL, the within-day CV was 7.6, 2.4, and 3.8%, respectively and the total CV was 11.5, 14.0, and 6.3%, respectively. The assay was linear over a concentration range of 2.8-161.1 ng/mL (y=0.95x+2.25; R(2)=0.997; Sy.x=3.03). The limit of quantification was 3.3 ng/mL. sST2 was stable for 2 days at room temperature, 10days at 4 °C, and 30 days at -20 °C. Concentrations of sST2 were significantly higher in males compared to females (24.9 vs. 16.9 ng/mL; p<0.0001) but were not correlated by age in either gender (r=-0.07; p=0.14). Reference intervals for sST2 were determined to be 8.6-49.3 and 7.2-33.5 ng/mL for males and females, respectively.The Presage ST2 ELISA had acceptable performance characteristics for quantifying sST2 in serum or plasma. The assay is precise and linear over a wide sST2 concentration range and can measure low sST2 concentrations. Concentrations of sST2 are unaffected by age but are higher in males compared to females."
20031959,No," Bettina Heidecker,",The gene expression profile of patients with new-onset heart failure reveals important gender-specific differences.,European heart journal,2010 May,Pathophysiology,Human,43,,"We sought to test the hypothesis that inherent biological factors contribute to gender differences in disease pathophysiology of new-onset heart failure (HF), which can be detected from the transcriptome of a single endomyocardial biopsy (EMB).We analysed samples from male (n = 29) and female patients (n = 14) with idiopathic dilated cardiomyopathy (IDCM) and new-onset HF with U133 Plus 2.0 microarrays (Affymetrix) and significance analysis of microarrays (SAM). There were 35 overexpressed and 16 downregulated transcripts in men vs. women [q < 5%, fold change (FC) > 1.2]. In addition to overexpression of Y-chromosome-related transcripts (n = 18), such as USP9Y (FC > 13.1), DDX3Y (FC > 11.3), RPS4Y1 (FC > 9.9), and EIF1AY (FC > 11.8) in males, there was overexpression of CD24 (FC > 5.6) and KCNK1 (FC > 1.5). In females, XIST was highly overexpressed (FC > 28.9), together with X-linked zinc finger proteins (FC > 1.9) and autosomal genes GATAD1 (FC > 1.6), SLC2A12 (FC > 2.9), and PDE6B (FC > 1.5). Analysis of a public data set of end-stage IDCM (n = 15) resulted in approximately 85% overlap with our findings.This is the first study that identified gender-specific transcriptomic differences in new-onset HF. Our findings may offer novel insights into fundamental biological differences in the pathophysiology of HF between sexes and provide a platform for personalized medicine."
20447576,No," Boyoung Hwang,",Family caregiving for patients with heart failure: types of care provided and gender differences.,Journal of cardiac failure,2010 May,Management,Human,1540,,"Knowledge about the potential burden for family caregivers related to the care of patients with heart failure (HF) is limited. The aims of the study were to compare the kind and amount of care provided by partners of HF patients and partners of healthy individuals and to examine the associations between gender and the performance of caregiving tasks.Caregiving tasks performed by 338 partners of HF patients were compared with those performed by 1202 partners of healthy individuals. Partners (age 70 +/- 9, 76% female) of HF patients were more likely to provide personal care compared with partners (age 65 +/- 7, 66% female) of healthy individuals after controlling for their age. However, the magnitude of the odds ratios (OR) differed by gender of partners (OR for male 6.7; 95% confidence interval [CI] 3.9-11.4; OR for female 3.7; 95% CI 2.7-5.1). Partners of HF patients were more likely to provide emotional care than partners of healthy individuals, controlling for age and gender (OR 2.4; 95% CI 1.5-3.6). Male partners of HF patients were more likely to provide personal care compared to female partners of HF patients (OR 1.9; 95% CI 1.1-3.2).The care performed by partners of HF patients is above and beyond normal spousal assistance. The study underscores the crucial role of family caregivers in the care of HF patients and encourages health care providers to address the needs of both HF patients and their caregivers."
20578593,Yes," A Klabn√É¬≠k,",[Gender differences in non-pharmacological treatment of chronic heart failure].,Vnitr√å‚Ä†n√É¬≠ l√É¬©kar√å‚Ä†stv√É¬≠,2010 May,Review,Human,,,"Prior studies demonstrated sex-related differences in many aspects of chronic heart failure (HF), and in the appropriate use, individual response or complication rates with non-pharmacological treatment, too. There is seasonal variability in morbidity and mortality of HF with significant gender differences, partially due to respiratory diseases, which may be potentionally preventable by vaccination. Quitting smoking is associated with substantial decrease in morbidity and mortality in HF patients which is similar in magnitude to the effect of an appropriate beta-blocker use. Yet little emphasis has been placed on smoking cessation strategies in women with HF and should be adopted as vigorously as proven medical therapy. Complications of catheter ablation for atrial fibrillation were more frequent in females. Gender disparity exists in the use of implantable cardioverter-defibrillators and cardiac resynchronization therapy, although they are beneficial for both women and men. Smaller women have limited access to left ventricular assist device (LVAD) because these devices require a minimum body surface to fit properly. Women were more likely than men to develop severe right ventricular failure after implantation of LVAD. Lower cut-off level of peak oxygen consumption was suggested for women to determine optimal timing for heart transplantation. Disease management programs probably narrows gender differences in quality of care and survival among HF patients. Women with HF have less access to cardiologists, although this consultation is associated with better quality of care, particularly for women. Despite these known sex differences, recommendations for HF are the same for women and men, because prospective sex-specific clinical trials have not been performed."
20173301,No," Hiroshi Inoue,",Sex-related differences in the risk factor profile and medications of patients with atrial fibrillation recruited in J-TRACE.,Circulation journal : official journal of the Japanese Circulation Society,2010 Mar 25,Clinical,Human,2892,,"Clinical characteristics, including risk factors for thromboembolism, and medications differ between men and women with atrial fibrillation (AF) in Western countries. Whether such a difference exists for Japanese patients with AF is unclear, so data from J-TRACE were used to investigate this issue.A total of 2,892 patients (2,028 men, 864 women; 70.3 years old) with AF were analyzed for the respective prevalences of risk factors and medications. CHADS2 score was calculated to determine thromboembolic risk level. Women were older (P<0.001), and more frequently had heart failure (P<0.001), and hypertension (P=0.051) than men. The proportion of subjects aged 75 years or older was higher among women than among men (P<0.001). CHADS2 score was therefore significantly higher in women than in men (2.05+/-1.29 vs 1.88+/-1.33, P<0.001). Sex-related differences were not observed for the prevalence of diabetes mellitus, myocardial infarction or ischemic stroke, nor did warfarin usage differ between men and women.Sex-related differences were observed in the risk factor profile and medications of Japanese patients with AF. CHADS2 score was higher in women than in men."
20223363,Yes," Maddalena Piro,",Sex-related differences in myocardial remodeling.,Journal of the American College of Cardiology,2010 Mar 16,Review,Human,na,,"Sex has a profound impact on myocardial remodeling, which is defined as the molecular and cellular events after an injury to the myocardium (i.e., necrosis, pressure overload, volume overload, and aging) leading to a change in shape, dimension, and function of cardiac chambers. Indeed, experimental studies and post-mortem and observational clinical studies suggest the presence of important differences in myocardial remodeling between females and males in response to different types of injures including aging, pressure and volume overload, and myocardial infarction. Interestingly, the remodeling process appears to be more favorable in women versus men; women are more likely to present heart failure with preserved systolic function and are at greater risk for low output syndrome acutely. These differences between men and women are widely held to be related to sex hormones such as estrogen, although the molecular effects of estrogen on ventricular cardiomyocytes are incompletely understood. In this review, we summarize the evidence supporting these notions and discuss the underlying mechanisms and the clinical implications."
19829128,Yes," Giuseppe Mercuro,",Gender determinants of cardiovascular risk factors and diseases.,"Journal of cardiovascular medicine (Hagerstown, Md.)",2010 Mar,Review,Human,na,,"This article addresses the various aspects concerning gender dissimilarities in the cardiovascular system. It examines sex differences in the genetic susceptibility to cardiovascular disease (CVD) development or outcome: with the presence of either XX or XY chromosomes, every cell is sexually differentiated and there exist postpuberal differences between male and female cardiovascular systems. The main action mechanisms of sex steroid hormones are discussed, mainly as to testosterone (Te) in men and 17beta-estradiol (E2) and progesterone (Pro) in women. In women, susceptibility to CVD is known to increase in the postmenopausal period, when the ovarian hormone function expires. Some concepts of the sex-based differences in anatomy and physiology are also explained. Although they have the same structural elements, women and men use them in a different way to guarantee cardiovascular system homeostasis. Some examples of differences between men and women in pathological cardiovascular function are given. A further important issue regards the prevalence and role of cardiovascular risk factors in the two genders. Compared to boys of the same age, adolescent girls and premenopausal women have a more favorable risk profile: lower blood pressure (BP), less atherogenic lipid profile, and lower prevalence of cardiovascular risk factors. Women develop CVD later than men and diabetic women have a considerably higher mortality rate compared to men of the same age. Finally, there exist several clinically significant differences between men and women as to prevalence, presentation, management and outcome of CVD. Clinical peculiarities related to gender in presentation of some CVDs, such as coronary heart disease (CHD), stroke and heart failure, are described. We are absolutely convinced that only an accurate knowledge of the sex-specific pathophysiology may allow determination of the appropriate diagnostic instruments and to implement tailored treatments of CVD in men and women."
20550064,No," Edoardo Gronda,",[Gender differences of at risk patients with overt heart failure in the real world of general practice. Data from the GIPSI (Gestione Integrata Progetto Scompenso in Italia) registry].,Giornale italiano di cardiologia (2006),2010 Mar,Epidemiology,Human,757,,"Controlled clinical trials have defined the characteristics of specialized world populations, different from the real world population. On this basis, the GIPSI registry was created, aiming to collect data from heart failure populations managed by general practitioners, focusing on gender differences.The registry was based on family history, clinical and laboratory data collection from general practitioners. Patients were considered as being at risk for heart failure if data applied to stage A/B, or presenting overt heart failure if data applied to stage C/D of the American College of Cardiology/American Heart Association classification.From June 2006 to October 2007, 757 consecutive patients (475 male, 62.7%) were enrolled from 260 general practitioner's practices; 227 patients (143 male, 63.0%) had overt heart failure. In the female population at risk, higher systolic and diastolic blood pressure values were observed, whereas males showed more frequently ischemic heart disease, hypercholesterolemia and hypertriglyceridemia, and were more often prescribed with statins and antiplatelet drugs. There were more heart failure females with diabetes and of advanced age. Moreover, females showed a higher pulse pressure and a significantly lower estimated glomerular filtration rate (by simplified MDRD equation) than males.The data collected in a real world population show that heart failure has significantly different gender characteristics, especially for risk factors, age, blood pressure and renal function. This kind of investigation should be extended to larger patient populations for a better understanding of the disease."
