Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,abstract
21678025,No," Aurelio Cayuela,",Gender differences in lung cancer mortality trends in Andalusia 1975-2008: a joinpoint regression analysis.,"Medical oncology (Northwood, London, England)",2012 Sep,Outcomes,Human,n.a.,"Death rates from lung cancer in men are higher in Andalusia than in other Spanish regions. This study describes lung cancer mortality rates and their trends in Andalusia from 1975 through 2008. Data on lung cancer mortality were obtained from the Death Registry of Andalusia. For each gender, age group-specific and standardized (overall and truncated) rates were calculated by the direct method using the world standard population. Joinpoint regression analysis was used to identify points where a significant change in trends occurred. In men, short-term trends for age-standardized mortality rates (ASMRs) declined significantly from 2004 through 2008 for each age group < 80 years old. In women, the segmented joinpoint analysis showed a decrease from 1975 through 1998 in ASMRs (overall) (-0.6%, P < 0.05), followed by a marked increase (4.6%, P < 0.05). A decrease in male versus female mortality due to lung cancer is evident in Andalusia (Spain)."
22982181,No," Mohit Kumar Verma,",Co-expression of estrogen receptor beta and aromatase in Japanese lung cancer patients: gender-dependent clinical outcome.,Life sciences,2012 Oct 22,Pathophysiology,Human,169,"The potential gender differences in lung cancer development have been proposed on the basis of hormonal actions. We aimed to evaluate whether estrogen receptors (ERs) in non-small cell carcinoma (NSCLC) patients may primarily depend upon intratumoral estrogen produced via aromatase pathway.We evaluated ER beta (ERβ) and aromatase status in 169 Japanese NSCLC patients through immunohistochemistry analysis (IHC). Significance of IHC was further confirmed in NSCLC cell lines via in vitro assays.IHC analysis of NSCLC patients demonstrated that both ERβ and aromatase were highly co-expressed (p=0.032) in carcinoma cells. Overall survival in males was significantly worse than that in postmenopausal female among double positive NSCLC patients (p=0.010) but not in non-double positive patients. In addition, among double positive cases, overall survival of males was significantly worse than that of postmenopausal females in those with higher ERβ Allred score ≥5, (p=0.034), but not in those with lower ERβ Allred score=3-4. In-vitro analysis demonstrated aromatase activity on testosterone treatment, which resulted in in situ estrogen production (p<0.0001) and increased proliferation of ERβ overexpressing A549 cells (p<0.0001). Aromatase inhibitor i.e. letrozole abrogated this proliferation and also enhanced the androgenic activity (p<0.0001). Testosterone treatment resulted in estrogen responsive elements activation (p<0.0001) in ERβ vector transfected A549 and LK87 cells whereas ER blocker i.e. fulvestrant abrogated this effect, (p<0.0001).Our results suggest that co-expression of ERβ and aromatase in NSCLCs of Japanese males may result in tumor progression and potential endocrine therapy may confer therapeutic benefits to these patients."
23050111,No," Navneet Singh,",Quantified smoking status and non-small cell lung cancer stage at presentation: analysis of a North Indian cohort and a systematic review of literature.,Journal of thoracic disease,2012 Oct,Clinical,Human,654,"There are variable observations in published literature regarding smoking status and stage of lung cancer (LC) with positive, negative and no associations being reported. In particular, data regarding the association of quantified smoking status (QSS) with non-small cell lung cancer (NSCLC) stage at the time of diagnosis is limited. In India, bidi - the hand rolled form of tobacco wrapped in the dried tendu leaf - is the most common smoking product. The current study was conducted to assess stage differences, if any, based upon QSS, among newly diagnosed LC patients.A systematic review of English literature was performed for previous publications that had assessed NSCLC stage differences in relation to QSS. Collected data on demographic and disease characteristics of 654 LC patients presenting to the authors' institute was also analyzed. Smoking index (SI) was used for QSS and was defined as number of bidis and cigarettes smoked per day multiplied by years smoked. Patients were categorized as never-smokers [Group I, n=151]; light/moderate smokers (SI=1-300) [Group II, n=202] and heavy smokers (SI ≥301) [Group III, n=301]. Multivariate logistic regression analysis (LRA) was performed to derive adjusted odds ratios (ORs) and 95% confidence intervals (CIs).Among the 520 NSCLC patients, mean [standard deviation (SD)] age in groups I, II and III was 54.5 (12.5), 58.6 (9.9) and 61.2 (9.4) years respectively (P<0.001). Percentage of males in the three groups was 48.1%, 88.0%, and 97.9% (P<0.001). Age and gender differences between groups I, II and III were also significant among 134 small cell lung cancer patients with mean (SD) ages of 44.0 (10.6), 55.7 (10.3) and 58.9 (9.3) years (P<0.001) and percentage of males being 50.0%, 90.4% and 95.5% respectively (P<0.001). Among NSCLC patients, distribution in groups I, II and III respectively of squamous (28.1%, 50.0% and 57.9%) and non-squamous histologies (59.3%, 37.3% and 27.2%) differed significantly (P<0.001). Stage distribution observed for NSCLC patients in groups I, II and III respectively was as follows: stages I-IIIA (8.1%, 19.3 and 18.7%), stage IIIB (24.4%, 34.7% and 42.1%) and stage IV (67.4%, 46.0% and 39.1%). The difference was statistically significant (P<0.001). Differences remained significant (P<0.001) for presence of extrathoracic disease [ETD] (41.5%, 28.0% and 16.6%). On multivariate LRA, SI ≥301 was the only variable that was independently associated with both advanced stage (IIIB-IV) [OR=0.25 (95% CI=0.11-0.61)] and ETD [OR=0.29 (95% CI=0.16-0.53)] at presentation.Among newly diagnosed NSCLC patients in North India, significant differences exist, based upon SI, for disease stage. Heavy smoking was independently associated with lower odds of having advanced stage as well as with lower odds of having ETD at the time of diagnosis. This observation of the current study however requires confirmation by larger prospective studies."
22739261,No," Seungmi Yang,",The changing gender differences in life expectancy in Korea 1970-2005.,Social science & medicine (1982),2012 Oct,Review,Human,n.a.,"Women live much longer than men in Korea, with remarkable gains in life expectancy at birth for the past decades. The gender differential has steadily increased over time, reaching a peak of more than 8 years in 1980s, and decreased thereafter to 6.7 years in 2005. Studies to investigate the pattern and contributing factors to changes in the life expectancy gender gap have been mostly from Western countries, and there has been no such study in Asian countries, except in Japan. We therefore aimed to examine age- and cause-specific contributions to the changing gender differentials in life expectancy in Korea, in particular the decline of the gap, using a decomposition method. Between 1970 and 1979 when the gender gap in life expectancy widened, faster mortality decline among women in ages 20-44 explained 66% of the total increase in the gender gap, which would be due to substantial improvements in reproductive health among women and excess male mortality in occupational injuries and transport accidents. Although greater survival advantage among elderly women over 70 contributed to further increase in the gender gap, the contributions from younger ages with the ages 15-64 contributing the most (-2 years) resulted in the overall reduction of the gender gap which began in 1992 and continued to 2005. Among causes of death, liver diseases (-0.5 years, 38% of the total decline), transport accidents (-0.4 years, 31%), hypertensive diseases (-0.3 years, 19%), stroke (-0.1 years, 11%), and tuberculosis (-0.1 years) contributed the most to the overall 1.4 years reduction in the gender gap. However, changes in mortality from lung cancer (+0.3 years), suicide (+0.3 years), chronic lower respiratory diseases (+0.2 years), and ischemic heart diseases (+0.1 years) contributed to widening the gap during the same period. In sum, while smoking-related causes of death have contributed most to the narrowing gap in most other industrialized countries, these causes contributed toward increasing the gender gap in Korea. Instead, liver disease, hypertension-related diseases, and transport accidents were major contributing causes of death to the narrowing of gender differentials in life expectancy in Korea."
22699933,No," Linlin Liu,",Are circulating autoantibodies to ABCC3 transporter a potential biomarker for lung cancer?,Journal of cancer research and clinical oncology,2012 Oct,Clinical,Human,501,"The present study was undertaken to test circulating autoantibody to ATP-binding cassette C3 (ABCC3) transporter in order to confirm whether anti-ABCC3 antibody could serve as a biomarker for early diagnosis of lung cancer.This study recruited 275 patients (178 males and 97 females) with non-small cell lung cancer (either squamous carcinoma or adenocarcinoma) and 226 control subjects (134 males and 92 females) well matched in age and smoking history. Anti-ABCC3 IgA and IgG were determined using an enzyme-linked immunosorbent assay (ELISA) approach that was developed in house with the human leukocyte antigen class II (HLA-II) restricted antigens.Mann-Whitney U test showed that the IgG antibody level was significantly higher in female patients with adenocarcinoma than female controls (Z = -4.34, P < 0.001) and that the IgA antibody level was significantly higher in male patients with squamous carcinoma than male controls (Z = -3.12, P = 0.002). Pearson's Chi-square (χ(2)) test showed that female patients with adenocarcinoma had a significantly higher positive rate for IgG autoantibody than female controls (χ ( 2 ) = 8.73, P = 0.003). The ELISA sensitivity against a specificity of >95 % was 18.1 % for IgG assay in female patients and 18.0 % for IgA assay in male patients. The inter-assay deviation was 10.6 % for IgG assay and 14.5 % for IgA assay.Circulating autoantibodies to ABCC3 transporter may be a potential biomarker that can be added to a panel of existing biomarkers for early diagnosis and prognosis of lung cancer although the gender differences should be taken into account."
22984219,No," Zoe Wainer,",Sex and SUVmax: sex-dependent prognostication in early non-small cell lung cancer.,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2012 Nov,Clinical,Human,189,"The identification of robust prognostic factors for patients with early-stage non-small cell lung cancer (NSCLC) is clinically important. The International Association for the Study of Lung Cancer has identified both sex and the maximum standardized uptake value (SUVmax) of (18)F-FDG in the primary tumor as measured by PET as potential prognostic variables. We examined the prognostic value of SUVmax in a surgical cohort of patients with NSCLC and disaggregated the findings by sex.Patients who had undergone a preoperative PET/CT scan and surgical resection with curative intent from 2001 to 2009 were identified from a prospective database. An SUVmax cutoff was calculated using receiver-operating-characteristic curves. Overall survival was correlated with SUVmax for the whole cohort and disaggregated by sex.Inclusion criteria were met by 189 patients: 127 (67%) men and 62 (33%) women. Five-year survival was 54.6% for the whole cohort, 47.7% for men, and 68.2% for women. SUVmax correlated negatively with survival in a univariate analysis for the whole cohort (hazard ratio [HR], 2.51; 95% confidence interval [CI], 1.54-4.09; P < 0.001) and men (HR, 3.42; 95% CI, 1.94-6.05; P < 0.001) but not for women (HR, 1.61; 95% CI, 0.43-3.12; P = 0.77), using 8 as a cutoff. In multivariate analysis, SUVmax correlated with overall survival for the whole cohort (HR, 1.70; 95% CI, 1.05-2.99; P = 0.05) and men (HR, 2.40; 95% CI, 1.32-4.37; P = 0.004) but not for women (HR, 0.80; 95% CI, 0.15-4.47; P = 0.80).SUVmax independently predicted overall survival for men but not for women in this surgical cohort. Our results suggest that SUVmax is an independent prognostic variable in men with surgically treated early NSCLC."
22705252,No," William D Hazelton,","Longitudinal multistage model for lung cancer incidence, mortality, and CT detected indolent and aggressive cancers.",Mathematical biosciences,2012 Nov,Management,Human,12218,"It is currently not known whether most lung cancers detected by computerized tomography (CT) screening are aggressive and likely to be fatal if left untreated, or if a sizable fraction are indolent and unlikely to cause death during the natural lifetime of the individual. We developed a longitudinal biologically-based model of the relationship between individual smoking histories and the probability for lung cancer incidence, CT screen detection, lung cancer mortality, and other-cause mortality. The longitudinal model relates these different outcomes to an underlying lung cancer disease pathway and an effective other-cause mortality pathway, which are both influenced by the individual smoking history. The longitudinal analysis provides additional information over that available if these outcomes were analyzed separately, including testing if the number of CT detected and histologically-confirmed lung cancers is consistent with the expected number of lung cancers ""in the pipeline"". We assume indolent nodules undergo Gompertz growth and are detectable by CT, but do not grow large enough to contribute significantly to symptom-based lung cancer incidence or mortality. Likelihood-based model calibration was done jointly to data from 6878 heavy smokers without asbestos exposure in the control (placebo) arm of the Carotene and Retinol Efficacy Trial (CARET); and to 3,642 heavy smokers with comparable smoking histories in the Pittsburgh Lung Screening Study (PLuSS), a single-arm prospective trial of low-dose spiral CT screening for diagnosis of lung cancer. Model calibration was checked using data from two other single-arm prospective CT screening trials, the New York University Lung Cancer Biomarker Center (NYU) (n=1,021), and Moffitt Cancer Center (Moffitt) cohorts (n=677). In the PLuSS cohort, we estimate that at the end of year 2, after the baseline and first annual CT exam, that 33.0 (26.9, 36.9)% of diagnosed lung cancers among females and 7.0 (4.9,11.7)% among males were overdiagnosed due to being indolent cancers. At the end of the PLuSS study, with maximum follow-up of 5.8 years, we estimate that due to early detection by CT and limited follow-up, an additional 2.2 (2.0,2.4)% of all diagnosed cancers among females and 7.1 (6.7,8.0)% among males would not have been diagnosed in the absence of CT screening. We also find a higher apparent cure rate for lung cancer among CARET females than males, consistent with the larger indolent fraction of CT detected and histologically confirmed lung cancers among PLuSS females. This suggests that there are significant gender differences in the aggressiveness of lung cancer. Females may have an inherently higher proportion of indolent lung cancers than males, or aggressive lung cancers may be brought into check by the immune system more frequently among females than males."
22734179,Yes," Assma Ben Aissa,",[Is lung cancer in women different?].,Revue m√É¬©dicale suisse,2012 May 23,Review,Human,n.a.,"Lung cancer is the leading cause of cancer death in the world, favored by smoking. Nonsmall cell lung cancer is a heterogeneous disease whose prevalence is increasing among women. Epidemiological, hormonal and pathological factors explain tumor differences between men and women. Women have more frequently adenocarcinomas, EGFR mutations and respond better to cancer treatments. In recent decades, many advances have been made, allowing us to move from histological to molecular characterization of lung tumors. Further analysis of gender disparities will help us to understand and improve the management of patients with NSCLC."
22197614,No," Isabelle Rouquette,",Characteristics of lung cancer in women: importance of hormonal and growth factors.,"Lung cancer (Amsterdam, Netherlands)",2012 Jun,Pathophysiology,Human,100,"Based on epidemiological, clinical, and preclinical data, lung carcinogenesis can be distinctive in women, suggesting that women should be treated differently depending on the expression of various specific biomarkers. We aimed to describe the hormonal and genetic profile of lung cancer in both men and women to identify gender specificities. Primary lung-tumor tissues from surgically treated patients, (50 men, 50 women) were analyzed and compared for expression of estrogen receptors (ER) α and β, progesterone receptors (PR), epidermal growth-factor receptor (EGFR), and HER2 (for EGFR and K-Ras mutations). These data were combined with clinical and outcome data. Fewer women with lung cancer were smokers (p=0.001) and they smoked fewer cigarettes (p=0.001). We observed a higher rate of EGFR mutations (p=0.02) and ERα expression (p=0.006) in women. ERβ and EGFR were also expressed more frequently in women (p=0.29 and p=0.16). HER2 was overexpressed regardless of gender in three men and two women. K-Ras was mutated in 16% of both men and women. Interestingly, there was a positive link between EGFR expression and expression of ERα (p=0.028) and ERβ (p=0.047) in both men and women. Expression of ERα was associated with improved disease-free survival (p=0.007). Our findings provide further evidence on the specificities of lung cancer in women. The differential expression of specific biomarkers, which could be targeted by therapy, favors the development of gender-based treatment guided by biomarker expression."
22583357,No," Christina Karlsson,","Oestrogen receptor √é¬≤ in NSCLC - prevalence, proliferative influence, prognostic impact and smoking.","APMIS : acta pathologica, microbiologica, et immunologica Scandinavica",2012 Jun,Pathophysiology,Human,262,"In non-small-cell lung carcinoma (NSCLC) there are gender differences. The female gender is associated with more adenocarcinomas (ADCA), among both smokers and non-smokers compared to men. Women with NSCLC have a better prognosis compared to men, regardless of other factors. A possible role for oestrogen receptor (ER) signalling has been proposed. The role for ERβ in NSCLC is still not clear, especially concerning the impact of smoking. In a material of NSCLC (n = 262), ERβ and cyclins A1 and A2 were studied by immunohistochemistry on formalin-fixed paraffin embedded tissue. In 137 of those cases, frozen material was available, on which expression analysis of ESR2 (ERβ) and cyclin A1 were performed. Data were correlated to histology, gender, smoking habits, stage and clinical outcome. ERβ was expressed in 86% of the cases. ERβ was most frequently expressed in Stage I ADCAs, especially in male subjects. A correlation between ERβ expression and cyclins was observed in ADCA, also with a male predominance. ERβ transcripts had a positive prognostic impact in ADCA. ERβ transcripts were increased in NSCLC among smokers compared to non-smokers. In conclusion, our data support a role for ERβ in lung ADCAs, proposing a role for ERβ in lungcarcinogenesis, especially among smokers."
22129856,No," Jin Ho Paik,",Clinicopathologic implication of ALK rearrangement in surgically resected lung cancer: a proposal of diagnostic algorithm for ALK-rearranged adenocarcinoma.,"Lung cancer (Amsterdam, Netherlands)",2012 Jun,Pathophysiology,Human,735,"To characterize the clinicopathologic features of ALK-rearranged lung cancer, and suggest a molecular test protocol for lung adenocarcinoma in the small biopsy specimen.In 735 NSCLC surgical specimens, clinicopathologic features, ALK protein over-expression by immunohistochemistry (IHC), and ALK rearrangement by fluorescence in situ hybridization (FISH) as well as EGFR and KRAS mutation studies were analyzed.Of the 735 NSCLC cases, 28 (3.8%) were ALK FISH-positive. ALK rearrangement, EGFR and KRAS mutation were mutually exclusive. ALK rearrangement was significantly higher in adenocarcinomas (6.8%, p<0.001), younger age (p<0.0007), women (7.6%, p<0.001), and never-smokers (8.9%, p<0.001) with no gender difference in the adenocarcinoma or never-smoker subgroup. ALK FISH-positivity was not associated with disease recurrence (HR, 0.79; 95% CI, 0.42-1.49) or overall survival (HR, 0.61; 95% CI, 0.24-1.55). However, ALK-rearranged lung cancer tended to show more frequent lymph node metastasis despite its lower T stage. Similar to EGFR-mutated lung cancer, ALK-rearranged lung cancer was enriched in adenocarcinoma, women, and never-smokers. The results of ALK IHC and FISH obtained from tissue microarray (TMA)/biopsy specimens and whole sections after resection were concordant.ALK rearrangement was not a significant prognostic factor in surgically resectable NSCLC. The clinical profiles of ALK-rearranged lung cancer patients overlapped with those of EGFR-mutated patients. Therefore, we suggest that simultaneous tests for ALK IHC and EGFR mutation (Chung's SNUBH molecular test protocol), which has important implications for the storage and use of small biopsy or cytology samples for genetic analysis."
23405728,No," F Argiolas,",[Occupational and environmental cancer in southern Sardinia: a survey on ten years of hospitalizations].,Giornale italiano di medicina del lavoro ed ergonomia,2012 Jul-Sep,Epidemiology,Human,n.a.,"Based on hospital discharges in 1001-2010, we calculated risk of tumours with an elevated occupational and environmental etiological fraction by health district of residence within the Local Health Unit (LHU) N. 8 of Sardinia. With reference to the age and gender-specific hospitalization rates of the whole LHU, residents in the urban Cagliari health district showed an excess risk of haemolymphopoietic cancer (RR = 1.07; 95% CI 1.03-1.12) and bladder cancer (RR = 1.10; 95% CI 1.05-1.16); in both instances, risks were higher among female residents. The highest excess risk for lung cancer was observed among residents in the Quartu-Parteolla health district (RR = 1.13; 95% CI 1.05-1.21), and it was slightly higher among male residents. The results appear to confirm the role of urban factors in increasing cancer risk."
22052616,No," Seyed Mohsen Mousavi,","Age- and time-dependent changes in cancer incidence among immigrants to Sweden: colorectal, lung, breast and prostate cancers.",International journal of cancer. Journal international du cancer,2012 Jul 15,Epidemiology,Human,n.a.,"To examine the role of gender, age at immigration and length of stay on incidence trends of common cancers, we studied risk of colorectal, lung, breast and prostate cancers in immigrants to Sweden from 1958 to 2008. The nationwide Swedish Family-Cancer Database was used to calculate standardized incidence ratios for common cancers among immigrants compared to Swedes. Immigrants were classified into ""high-risk"" countries when their risk was increased, into ""low-risk"" when their risk was decreased and into ""other"" when their risk was nonsignificant. Among those who immigrated at younger age (<30 years), we found an increasing trend for colorectal cancer risk in low-risk men and high-risk women. Among those who immigrated at older age (≥ 30 years), a decreasing lung cancer risk in high-risk men and an increasing breast cancer risk in low-risk women were observed. The increasing trend of prostate cancer risk was independent of age at immigration. The risk trends for ""other"" immigrants were between the risks of low- and high-risk countries. The gender-specific shifts in cancer risks in immigrants toward the risk in natives indicate a major role of sex, age at immigration and environmental exposures in colorectal and lung cancers risks. In contrast, the unchanged trend of breast cancer among those who immigrated at younger ages and an increasing trend for those who migrated at older ages may suggest a limited effect for environmental exposures, especially at younger age. Our study points out a role of age at immigration on the risk trend of cancer."
22210046,No," Elzbieta Izbicka,",Plasma Biomarkers Distinguish Non-small Cell Lung Cancer from Asthma and Differ in Men and Women.,Cancer genomics & proteomics,2012 Jan,Clinical,Human,828,"Lung cancer (LC) is the leading cause of deaths caused by cancer worldwide. A diagnostic test for LC is needed for monitoring high-risk populations.Fifty-seven markers were measured using multiplex immunoassays of plasma of patients with non-small cell lung cancer (NSCLC); (245 men, 114 women, 1 unknown), asthma (67 men, 111 women, 2 unknown) and of healthy controls (165 men, 122 women, 1 unknown). Mass spectrometry was used for biomarker discovery. A support vector machine (SVM) was used for data analysis.When all biomarkers and both genders were co-analyzed, SVM classified NSCLC and asthma with an accuracy of 0.94. Restricting to NSCLC versus healthy using best subsets of variables (males: epidermal growth factor (EGF), interleukin-8 (IL-8), soluble Fas (sFas), matrix metalloproteinase-9 (MMP-9), plasminogen activator inhibitor-1 (PAI-1); females: EGF, soluble cluster of differentiation 40 (sCD40) ligand, IL-8) yielded sensitivity and specificity of 1. Expression of eleven mass spectrometric biomarkers differed between pathologies.Significant inter-pathology and gender differences between biomarkers may improve diagnosis of LC."
22240244,Yes," Elizabeth A Townsend,",Sex differences and sex steroids in lung health and disease.,Endocrine reviews,2012 Feb,Review,Human,n.a.,"Sex differences in the biology of different organ systems and the influence of sex hormones in modulating health and disease are increasingly relevant in clinical and research areas. Although work has focused on sex differences and sex hormones in cardiovascular, musculoskeletal, and neuronal systems, there is now increasing clinical evidence for sex differences in incidence, morbidity, and mortality of lung diseases including allergic diseases (such as asthma), chronic obstructive pulmonary disease, pulmonary fibrosis, lung cancer, as well as pulmonary hypertension. Whether such differences are inherent and/or whether sex steroids play a role in modulating these differences is currently under investigation. The purpose of this review is to define sex differences in lung structure/function under normal and specific disease states, with exploration of whether and how sex hormone signaling mechanisms may explain these clinical observations. Focusing on adult age groups, the review addresses the following: 1) inherent sex differences in lung anatomy and physiology; 2) the importance of certain time points in life such as puberty, pregnancy, menopause, and aging; 3) expression and signaling of sex steroid receptors under normal vs. disease states; 4) potential interplay between different sex steroids; 5) the question of whether sex steroids are beneficial or detrimental to the lung; and 6) the potential use of sex steroid signaling as biomarkers and therapeutic avenues in lung diseases. The importance of focusing on sex differences and sex steroids in the lung lies in the increasing incidence of lung diseases in women and the need to address lung diseases across the life span."
22906735,No," Yumei Guo,",Probing gender-specific lipid metabolites and diagnostic biomarkers for lung cancer using Fourier transform ion cyclotron resonance mass spectrometry.,"Clinica chimica acta, international journal of clinical chemistry",2012 Dec 24,Clinical,Human,553,"There are no effective clinical biomarkers for early and specific detection of lung cancer (LC). The changes in the levels of some serum metabolites of LC patients are associated with patient gender and LC stages.Serum metabolites of the LC patients (n=58) and healthy controls (n=495) were performed using direct-infusion positive ion electrospray ionization-Fourier transform ion cyclotron resonance mass spectrometry in combination with univariate and partial least squares discriminant analyses (PLS-DA).Univariate analysis indicated that 141 of the 212 serum metabolites were significantly changed in the LC patients compared with healthy controls. PLS-DA model, based on the 141 metabolites, demonstrated the differential metabolite distribution in single-sex LC patients compared with the corresponding healthy controls, and also in LC females compared with LC males. Several lipids comprising fatty acid derivations, sphingomyelin (SM) and lysophosphatidylcholine (LPC) were associated with the LC progression. Classification using oleamide, long chain acyl carnitines, LPC(18:1), LPC(20:4), LPC(20:3), LPC(22:6), and SM(16:0/1) as a biomarker panel resulted in remarkable separation between the LC patients and healthy controls with sensitivity and specificity of 100% and 91%, respectively.The serum metabolites found in this study may play essential roles in gender-specific LC detection and early diagnosis of cancer."
23081985,No," Reiko Ando Makihara,",Gender difference in hematological toxicity among lung cancer patients receiving amrubicin monotherapy.,Japanese journal of clinical oncology,2012 Dec,Management,Human,103,"Severe hematological toxicity has been frequently observed during amrubicin monotherapy for patients with lung cancer despite the favorable anti-tumor response. The purpose of this retrospective study was to identify pretreatment factors associated with severe hematological toxicity.The medical records of lung cancer patients treated with amrubicin monotherapy were reviewed, and univariate and multivariate analyses were conducted.From January 2003 to December 2006, the medical records of 103 patients were extracted. Grade 4 neutropenia was frequently observed in females (male, 66% and female, 90%, P = 0.036 in a univariate analysis). In a multivariate analysis, female gender (P = 0.019), body weight loss (P = 0.021) and amrubicin dose (P = 0.028) were significantly correlated with Grade 4 neutropenia.Gender could be considered as one of the important predictive factors associated with Grade 4 neutropenia in patients receiving amrubicin monotherapy."
21443417,No," Henrik Zecha,",High incidence of independent second malignancies after non-muscle-invasive bladder cancer.,Scandinavian journal of urology and nephrology,2011 Sep,Epidemiology,Human,380,"The incidence of urogenital tumours is constantly increasing as a result of over-proportional ageing of the population in industrialized nations. Follow-up of non-muscle-invasive bladder cancer (NMIBC) primarily relies on the detection of either relapse or progression and does not include screening for second malignancies. This study investigated the incidence of independent non-urothelial second malignancies and associated risk factors in patients with NMIBC.The charts of 380 consecutive patients (297 men and 83 women) with newly diagnosed NMIBC over a 16-year period at a Swiss hospital were analysed retrospectively. Age, stage of bladder tumour, smoking status, and occurrence of second and third malignancies were registered. Observed incidences of independent non-urothelial malignancies were compared with age- and gender-specific rates based on data from the National Institute for Cancer Epidemiology and Registration by calculating standardized incidence ratios (SIRs).Mean age at first NMIBC diagnosis was 69.9 years. Histological stage of the NMIBC was pTa in 241 patients (63.4%), pT1 in 102 (26.8%)and pTis in 37 (9.7%). During follow-up, 62 independent non-urothelial second or third malignancies were observed in 48 men (16.2%) and 10 women (12.0%). In male patients, prostate and lung cancer (SIR 4.3 and 5.7, respectively) were more frequent than expected in the general population, as were lung and uterine cancer in women.Follow-up in patients with NMIBC should pay special attention to independent non-urothelial malignancies. Investigations for non-urological malignant disease, especially for lung cancer, should form part of the standard follow-up in NMIBC patients."
22041044,Yes," Jessica S Donington,",Sex and gender differences in non-small cell lung cancer.,Seminars in thoracic and cardiovascular surgery,2011 Season=Summer,Review,Human,na,"Historically, lung cancer has been viewed as a male disease, but during the past 50 years there has been a dramatic increase in the incidence of lung cancer in women. Lung cancer is currently the most common cause of cancer death in American women, accounting for more than one quarter of all cancer deaths. This has been attributed to a significant increase in tobacco consumption by women; however, approximately 1 in 5 women with lung cancer never smoked. As the incidence of lung cancer in women has increased, significant gender-based differences in epidemiology, biology, and treatment responses have become evident and warrant further investigation to advance the treatment of lung cancer in all patients."
21663864,No," Philippe R Montgrain,",Prognostic implications of parathyroid hormone-related protein in males and females with non--small-cell lung cancer.,Clinical lung cancer,2011 May,Clinical,Human,199,"Non-small-cell lung carcinoma immunoreactivity for parathyroid hormone-related protein has been associated with increased survival in female patients but not in male patients. The current investigation attempted to substantiate this finding in 2 new patient groups.Patients were divided into groups with and without immunoreactivity for a carboxyl-terminal parathyroid hormone-related protein epitope assessed in deparaffinized sections by a blinded observer. One group included 85 female patients with stage I lung cancer, and the second group had 48 female and 66 male patients with stage I-IV lung cancer. Survival times were compared by the log-rank test between groups separated by tumor parathyroid hormone-related protein status.Parathyroid hormone-related protein was present in 70%-80% of the patients, independent of sex, stage, and smoking history. In the females with stage I lung cancer, parathyroid hormone-related protein increased median survival from 25 to 60 months (P < .05). In the second group, parathyroid hormone-related protein expression increased 48-month disease-free survival of female lung cancer patients from 44% to 63% (P < .05), but had no effect in male patients. Parathyroid hormone-related protein remained a significant, independent predictor when evaluated together with other covariates by Cox multivariate regression.This study verifies that parathyroid hormone-related protein is a sex-dependent survival factor for non-small-cell lung carcinoma, that it correlates with disease-free survival, and that the association with survival holds for women with early-stage disease as well as more advanced cancer. Thus, the protein could find use as a prognostic indicator and could be a target for therapy."
21106301,Yes," James Gasperino,",Gender is a risk factor for lung cancer.,Medical hypotheses,2011 Mar,Review,Human,na,"Results of epidemiological studies suggest that, after one controls for the number of cigarettes smoked, women have a three times higher risk of getting lung cancer than men. Although the mechanism(s) explaining this gender-dependent difference in lung cancer risk is not known, it is thought that endocrine factors may play an important role. Normal human bronchial epithelial cells contain estrogen receptors and synthesize 17β-estradiol (E(2)) and estrone (E(1)), which can undergo further metabolism into the catechol estrogens, 4-hydroxyestradiol (4-OHE(2)) and 4-hydroxyestrone (4-OHE(1)), respectively. Catechol estrogens are formed from E(2) by the actions of cytochrome p450 1B1 (CYP1B1). CYP1B1 is present in normal human bronchial epithelial) cells, and its activity is increased by cigarette smoking. Both 4-OHE(1) and 4-OHE(2) are mutagenic and carcinogenic and may exert their biological effects by inducing DNA adducts in cancer-related genes, including the tumor suppressor gene p53 and the proto-oncogene K-ras. Women with lung cancer have a different p53 mutational spectrum and a higher frequency of K-ras mutations than do men with lung cancer. Both clinical and basic research studies support the hypothesis that E(2) and cigarette smoking are cofactors in lung carcinogenesis in women. More specifically, cigarette smoke stimulates metabolism of E(2) into the genotoxic metabolites, 4-OHE(1) and 4-OHE(2,) which interact with DNA in cancer-related genes, including the tumor suppressor gene, p53, and the proto-oncogene K-ras, two genes frequently mutated in patients with lung cancer. E(2) may stimulate cellular proliferation and enhance tumor growth."
