Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,abstract
24411132,No," Xiaoning Wu Affiliation=Department of Neurology, First Affiliated Hospital of Liaoning Medical University, No. 2, Fifth Duan, Renmin Street, Jinzhou 121001, Liaoning Province, China.,",Sex differences in health-related quality of life among adult stroke patients in Northeastern China.,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,2014 Jun,OUTC,Human,na,"Inconsistent results have been reported for the impact of sex on stroke outcomes. We investigated the differences in health-related quality of life between adult male and female stroke survivors in Northeastern China. Information on background variables was collected during hospital stay. Follow-up data were obtained through a phone interview 6 months after discharge, which included the Barthel Index and a 36-Item Short-Form Health Survey (SF-36) reflecting overall health status. The independent effects of sex on activities of daily living independence (Barthel Index â©_ 95) were analyzed. Our results showed that female stroke patients were older than male stroke patients and were more likely to have transient ischemic attack and hypertension. Male stroke patients were more likely to have a history of smoking, heart disease and dyslipidemia, while female patients were less likely to achieve daily living independence. The mean scores of physical functioning, bodily pain, vitality, social functioning, emotional role, and mental health in the SF-36 survey were significantly higher in men than woman. Regression analyses confirmed that female sex was adversely associated with overall health status at discharge. In conclusion, our data demonstrated that there were sex differences in stroke recovery and quality of life among Chinese stroke survivors at 6 months post-discharge, with an overall worse stroke outcome for female stroke survivors."
24194419,No," Adriâˆ_Ã‰Â¬â€  Arboix Affiliation=Cerebrovascular Division, Department of Neurology, Hospital Universitari del Sagrat Cor, University of Barcelona, Viladomat 288, 08029, Barcelona, Catalonia, Spain, aarboix@hscor.com.,",Clinical characteristics of acute lacunar stroke in women: emphasis on gender differences.,Acta neurologica Belgica,2014 Jun,EPI,Human,733,"There are few studies analyzing features of ischemic stroke subtypes in women. We assessed gender differences in lacunar stroke subtype based on data collected from a prospective stroke registry in Barcelona, Spain. Lacunar ischemic stroke was diagnosed in 310 (8.1 %) women and 423 (11.1 %) men of a total of 3,808 consecutive stroke patients included in a prospective hospital-based stroke registry, in Barcelona, Catalonia (Spain), over a period of 19 years. Independent factors for lacunar stroke in women were assessed by multivariate analysis. Women accounted for 42 % of all lacunar stroke patients (n = 733) in the registry and 11.4 % of all patients with ischemic stroke (n = 2,704). Very old age (85 years or older) was found in 20.3 % in women versus 11.1 % in men (P < 0.0001). In the logistic regression analysis, obesity [odds ratio (OR) = 4.24], prolonged hospital stay (>12 days) (OR = 1.59), arterial hypertension (OR = 1.50), and age (OR = 1.06) were significant variables independently associated with lacunar stoke in women, whereas peripheral vascular disease (OR = 0.51), chronic obstructive pulmonary disease (OR = 0.46), renal dysfunction (OR = 0.13), and heavy smoking (OR = 0.04) were independent variables for lacunar stroke in men. Women with lacunar stroke were remarkably older and presented with obesity and hypertension more frequently than did men. Lacunar stroke severity was similar in men and women. These findings in lacunar stroke patients could be explained by differences in gender for ischemic stroke in general."
24736241,No," Jinghua Wang Affiliation=From the Departments of Epidemiology (J.W., X.N., J.T., C.Z.) and Neuro-Immunology (L.Y.), Tianjin Neurological Institute, Tianjin, China,","Sex differences in trends of incidence and mortality of first-ever stroke in rural Tianjin, China, from 1992 to 2012.","Stroke, a journal of cerebral circulation",2014 Jun,EPI,Human,14920,"Sex differences in secular trends of stroke incidence are rarely reported. We aimed to explore sex differences in incidence and mortality of stroke in rural China from 1992 to 2012.In 1992, 14 920 residents were recruited to participate in the Tianjin Brain Study, a population-based study on stroke surveillance. Stroke events and all deaths were annually registered.We observed 908 incident strokes (366 in women) from 1992 to 2012. Women were significantly younger than men (64Â±12 versus 68Â±11 years) in 1992 to 1998 (P=0.024). The incidence of first-ever stroke per 100 000 person-years for men was 166 in 1992 to 1998, 227 in 1999 to 2005, and 376 in 2006 to 2012; for women, the rates were 86 (1992-1998), 148 (1999-2005), and 264 (2006-2012). From 1992 to 2012, the incidence grew annually by 5.8% in men and 8.0% in women. The male/female incidence ratio declined significantly: 1.9 in 1992 to 1998, 1.5 in 1999 to 2005, and 1.4 in 2006 to 2012. There were no significant sex differences in mortality. The prevalence of obesity and diabetes mellitus, the levels of total cholesterol and triglycerides, and the age of menopause and reproductive years in women concurrently increased in 2011.There was a significant increase in the incidence of first-ever stroke in women annually and a declining trend in the male/female rate ratio in rural China during the past 21 years. These results suggest that stroke will become one of the major diseases affecting women in future decades in China."
24736235,No," Thomas Gattringer Affiliation=From the Department of Neurology (T.G., S.H., K.N., V.C., M.B., C.E., F.F.) and Division of Neuroradiology, Department of Radiology (C.E.), Medical University of Graz, Graz, Austria,",Sex-related differences of acute stroke unit care: results from the Austrian stroke unit registry.,"Stroke, a journal of cerebral circulation",2014 Jun,MANAG,Human,47209,"Sex-related differences in quality of acute stroke care are an important concern with limited data available, specifically regarding stroke unit (SU) setting. We used the prospective nationwide Austrian SU registry to address this issue.Our analysis covered an 8-year time period (January 2005 to December 2012) during which all patients with transient ischemic attack or ischemic stroke admitted to 1 of 35 Austrian SU had been captured in the registry. These data were analyzed for age-adjusted preclinical and clinical characteristics and quality of acute stroke care in men and women. In addition, we assessed the outcome at 3 months in multivariate analysis.A total of 47 209 individuals (47% women) had received SU care. Women were significantly older (median age: 77.9 versus 70.3 years), had higher pre-existing disability and more severe strokes. Correcting for age, no significant sex-related differences in quality of care were identified with comparable onset-to-door times, times to and rates of neuroimaging, as well as door-to-needle times and rates of intravenous thrombolysis (14.5% for both sexes). Despite equal acute stroke care and a comparable rate of neurorehabilitation, women had a worse functional outcome at 3-month follow-up (modified Rankin scale 3-5: odds ratio, 1.26; 95% confidence interval [1.17-1.36]), but a lower mortality (odds ratio, 0.70; 95% confidence interval [0.78-0.88]) after correcting for confounders.We identified no disproportions in quality of care in the acute SU setting between men and women, but the outcome was significantly different. Further studies on the poststroke period including socioeconomic aspects are needed to clarify this finding."
25119933,No," Tiago da Silva Alexandre Affiliation=Departamento de Gerontologia, Universidade Federal de Sâˆ_Ã‰Â¬Â£o Carlos, Sâˆ_Ã‰Â¬Â£o Carlos, SP, Brasil.,",Disability in instrumental activities of daily living among older adults: gender differences.,Revista de saâˆ_Ã‰Â¬âˆ«de pâˆ_Ã‰Â¬âˆ«blica,2014 Jun,OUTC,Human,1034,"OBJECTIVE To analyze gender differences in the incidence and determinants of disability regarding instrumental activities of daily living among older adults. METHODS The data were extracted from the SaÃºde, Bem-Estar e Envelhecimento (SABE - Health, Wellbeing and Ageing) study. In 2000, 1,034 older adults without difficulty in regarding instrumental activities of daily living were selected. The following characteristics were evaluated at the baseline: sociodemographic and behavioral variables, health status, falls, fractures, hospitalizations, depressive symptoms, cognition, strength, mobility, balance and perception of vision and hearing. Instrumental activities of daily living such as shopping and managing own money and medication, using transportation and using the telephone were reassessed in 2006, with incident cases of disability considered as the outcome. RESULTS The incidence density of disability in instrumental activities of daily living was 44.7/1,000 person/years for women and 25.2/1,000 person/years for men. The incidence rate ratio between women and men was 1.77 (95%CI 1.75;1.80). After controlling for socioeconomic status and clinical conditions, the incidence rate ratio was 1.81 (95%CI 1.77;1.84), demonstrating that women with chronic disease and greater social vulnerability have a greater incidence density of disability in instrumental activities of daily living. The following were determinants of the incidence of disability: age â‰¥ 80 and worse perception of hearing in both genders; stroke in men; and being aged 70 to 79 in women. Better cognitive performance was a protective factor in both genders and better balance was a protective factor in women. CONCLUSIONS The higher incidence density of disability in older women remained even after controlling for adverse social and clinical conditions. In addition to age, poorer cognitive performance and conditions that adversely affect communication disable both genders. Acute events, such as a stroke, disables elderly men more, whereas early deficits regarding balance disable women more. "
24916911,No," Gregory Y H Lip Affiliation=From the University of Birmingham Centre for Cardiovascular Sciences, City Hospital, Birmingham, United Kingdom (G.Y.H.L.),",Modification of outcomes with aspirin or apixaban in relation to female and male sex in patients with atrial fibrillation: a secondary analysis of the AVERROES study.,"Stroke, a journal of cerebral circulation",2014 Jul,MANAG,Human,na,"The main objective of the present analysis was to assess the effect of treatment with aspirin compared with apixaban on ischemic stroke and major bleeding in women compared with men. Female patients with atrial fibrillation are at increased stroke risk compared with male patients, and the underlying reasons for higher risk are uncertain.Ancillary analysis of the Apixaban Versus Acetylsalicylic Acid [ASA] to Prevent Stroke in Atrial Fibrillation Patients Who Have Failed or Are Unsuitable for Vitamin K Antagonist Treatment (AVERROES) trial, comparing aspirin and apixaban, focused on sex differences. Mean follow-up was 1.1 years.Women compared with men tended to be older (aspirin, 71.8 versus 68.8 years; apixaban, 71.4 versus 68.6 years), with a higher proportion of those agedâ‰¥75 years. Also, women had less peripheral artery disease (aspirin, 2.4% versus 3.7%; apixaban, 1.4% versus 3.0%), more heart failure, and higher mean CHADS2 (congestive heart failure, hypertension, age of 75 years or older, diabetes [1 point each], stroke or transient ischemic attack [2 points]) scores (aspirin, 2.2 versus 2.0; apixaban, 2.1 versus 2.0). Women compared with men had higher ischemic stroke rates (aspirin, 3.99% versus 2.28%; apixaban, 1.55% versus 0.82%) but similar bleeding rates (aspirin, 1.29% versus 1.22%; apixaban, 1.15% versus 1.36%). The relative effect of apixaban compared with aspirin was similar in men and women for both ischemic stroke (women, 3.99% versus 1.55%; hazard ratio, 0.39; 95% confidence interval, 0.23-0.64; men, 2.28% versus 0.82%; hazard ratio, 0.36; 95% confidence interval, 0.19-0.63; Pint=0.84) and major bleeding (women, 1.29% versus 1.15%; hazard ratio, 1.15; 95% confidence interval, 0.59-2.23; men, 1.36% versus 1.22%; hazard ratio, 1.13; 95% confidence interval, 0.64-2.02; Pint=0.96).Female patients with atrial fibrillation had higher ischemic stroke rates compared with male patients, but the relative effects of apixaban compared with aspirin on both ischemic stroke and bleeding were similar in men and women."
24448876,No," Grace Oluwatitofunmi Vincent-Onabajo Affiliation=Department of Medical Rehabilitation (Physiotherapy), University of Maiduguri, Maiduguri, Borno State, Nigeria.,",Are there gender differences in longitudinal patterns of functioning in Nigerian stroke survivors during the first year after stroke?,NeuroRehabilitation,2014 Jan 1,OUTC,Human,55,"Several studies have examined gender differences in various stroke outcomes. There is however little information on the influence of gender on post-stroke functioning in the context of the International Classification of Functioning, Disability and Health (ICF).Gender differences in selected components of functioning, namely motor performance (body function), activity and participation, were examined in a sample of Nigerian stroke survivors.This longitudinal study involved consenting first-incidence stroke survivors who were consecutively recruited from in-patient wards of a University teaching hospital in northern Nigeria. Demographic and clinical data were obtained at recruitment while motor performance, activity and participation were assessed at the 1st, 3rd, 6th, 9th and 12th months using the Simplified Fugl Meyer scale, the Functional Independence Measure Motor Sub-scale and the London Handicap Scale respectively.Participants were thirty-three male (60%) and 22 female (40%) stroke survivors who did not significantly differ in age, stroke sub-type, laterality and initial severity (P > 0.05). There were also no significant differences in motor performance, activity and participation between the male and female stroke survivors across the time points.Gender differences were not observed in the components of functioning over the first 12 months post-stroke."
24011811,No," Randolph P Guzman Affiliation=Section of Vascular Surgery, Department of Surgery, Saint Boniface Hospital, Winnipeg, Manitoba, Canada,",Female sex does not influence 30-day stroke and mortality rates after carotid endarterectomy.,Annals of vascular surgery,2014 Jan,EPI,Human,1046,"Sex-based differences in outcomes for the treatment of carotid arterial disease remains a controversial topic. The main objective of this study was to determine if gender differences influence 30-day stroke and mortality rates after carotid endarterectomy (CEA) in a large series of patients.This is a retrospective study of all patients undergoing endarterectomy performed by a single surgeon between January 1, 1993 and December 15, 2010. The analysis included data from 1,046 CEAs (683 men and 363 women).There were no differences found in 30-day stroke, death, or combined stroke and death rates between women and men. The 30-day stroke rate was 1.6% for women and 1.8% for men (P = 0.98), with no significant differences between asymptomatic patients (1.7% for women vs. 1.2% for men; P = 0.70) or symptomatic patients (1.6% for women vs. 2.1% for men; P = 0.74). The 30-day mortality rate was 0.8% for women and 0.9% for men (P = 0.85) with no significant differences between asymptomatic patients (0.8% for women vs. 1.2% for men; P = 0.77) and symptomatic patients (0.8% for women vs. 0.7% for men; PÂ = 0.84). There was a similar low risk for the combined outcome of stroke and death (1.9% for women vs. 2.2% for men; P = 0.92), with no differences between asymptomatic patients (1.7% for women vs. 1.6% for men; P = 0.89) or symptomatic patients (2.1% for women vs. 2.5% for men; P = 0.84).Female sex does not influence 30-day stroke and mortality rates after CEA, regardless of preoperative symptom status."
24315113,Yes," Samir B Pancholy Affiliation=Department of Medicine and Cardiology, The Wright Center for Graduate Medical Center, Scranton, Pennsylvania. Electronic address: pancholys@gmail.com.,",Meta-analysis of gender differences in residual stroke risk and major bleeding in patients with nonvalvular atrial fibrillation treated with oral anticoagulants.,The American journal of cardiology,2014 Feb 1,REVIEW,Human,na,"Studies comparing gender-specific outcomes in patients with atrial fibrillation (AF) have reported conflicting results. Gender differences in cerebrovascular accident/systemic embolism (CVA/SE) or major bleeding outcomes with novel oral anticoagulant (NOAC) use are not known. The goal of this analysis was to perform a systematic review and meta-analysis evaluating gender differences in residual risk of CVA/SE and major bleeding outcomes in patients with nonvalvular AF treated with either warfarin or NOAC. Sixty-four randomized studies were identified using keywords ""gender,"" ""AF,"" and ""CVA."" Using the Preferred Reporting Items for Systemic Reviews and Meta-analysis method, 6 studies met criteria for inclusion in this meta-analysis. CVA/SE and major bleeding outcomes were separately analyzed in cohorts receiving warfarin and NOAC agents, comparing men with women. Women with AF taking warfarin were at a significantly greater residual risk of CVA/SE compared with men (odds ratio 1.279, 95% confidence interval 1.111 to 1.473, Z = -3.428, p = 0.001). No gender difference in residual risk of CVA/SE was noted in patients with AF receiving NOAC agents (odds ratio 1.146, 95% confidence interval 0.97 to 1.354, p = 0.109). Major bleeding was less frequent in women with AF treated with NOAC. In conclusion, women with AF treated with warfarin have a greater residual risk of CVA/SE and an equivalent major bleeding risk, whereas those treated with NOAC agents deemed superior to warfarin are at equivalent residual risk of CVA/SE and less major bleeding risk compared with men. These results suggest an increased net clinical benefit of NOAC agents compared with warfarin in treating women with AF."
24399163,No," Kendrea L Focht Affiliation=Kendrea L. Focht, CScD, is a Doctoral Student in the Department of Health Sciences & Research, Medical University of South Carolina, Charleston, SC. Alison M. Gogue, MS, is a Doctoral Student in the Department of Health Sciences & Research, Medical University of South Carolina, Charleston, SC. Brandi M. White, MPH, is a Doctoral Student in the Department of Health Sciences & Research, Medical University of South Carolina, Charleston, SC. Questions or comments about this article may be directed to Charles Ellis, PhD, at ellisc@musc.edu. He is an Associate Professor at the Department of Health Sciences & Research, Medical University of South Carolina, Charleston, SC. This work was supported by a pilot grant to Dr. Ellis from the Medical University of South Carolina Center for Health Disparities Research. The authors declare no conflicts of interest.,",Gender differences in stroke recognition among stroke survivors.,The Journal of neuroscience nursing : journal of the American Association of Neuroscience Nurses,2014 Feb,MANAG,Human,71,"Studies suggest that gender differences exist in the recognition of stroke warning signs. Poor recognition of stroke warning signs has been attributed to negative treatment-seeking behaviors, which can result in poor outcomes.The aim of this study was to examine gender differences in the recognition of traditional early warning signs of stroke and first action to initiate treatment in a sample of stroke survivors.We collected survey data to examine recognition of traditional stroke warning signs and appropriate first action to initiate treatment along with demographic (age, stroke age, education, usual source of care, and insurance) and clinical (health literacy and stroke knowledge) variables.Seventy-one stroke survivors participated in this pilot study. Women in the sample were significantly older than men at time of stroke (62 years old vs. 55 years old; p < .05). The two groups did not differ in clinical variables. Recognition of traditional individual stroke warning signs ranged from approximately 60% to 90%. There were no significant gender differences in the recognition of individual warning signs. Women were more likely to recognize all five traditional warning signs compared with men (67% vs. 42%; p = .04). Similarly, 58% of female participants recognized all five traditional stroke warning signs collectively and would call 9-1-1 as a first action compared with only 29% of men (p = .02).Although women recognized traditional stroke warning signs more often than men, educational programs should emphasize both traditional and nontraditional stroke warning signs among women and address these differences with their healthcare providers."
24469554,Yes," Rossella Marcucci Affiliation=Department of Experimental and Clinical Medicine, University of Florence, Largo Brambilla 3, 50050, Florence, Italy, rossella.marcucci@unifi.it.,",Gender and Anti-thrombotic Therapy: from Biology to Clinical Implications.,Journal of cardiovascular translational research,2014 Feb,REVIEW,Human,na,"Cardiovascular diseases actually remain the leading cause of death and morbidity in Western countries, and it is the most common cause of death in American women accounting for about one third of all deaths. Women remain underrepresented in published trial literature relative to their disease prevalence. Strong evidence do exists demonstrating gender differences in efficacy (ischemic risk) and safety (bleeding risk) associated with antithrombotic treatment, mostly related to different values of body mass, and renal function in women than men. Several data show a higher platelet reactivity in females and a higher prevalence of high platelet reactivity on aspirin and clopidogrel therapy. In primary prevention, the use of aspirin is associated with a higher reduction of risk for ischemic stroke in females and for myocardial infarction in males. In the setting of ACS, female gender is associated with a significantly higher risk of bleeding. In summary, there are some gender-related aspects of guidance in the complex spectrum of the net clinical benefit related to antithrombotic treatment. "
25459238,No," Adriâˆ_Ã‰Â¬â€  Arboix Affiliation=Cerebrovascular Division, Department of Neurology, Hospital Universitari del Sagrat Cor, Universitat de Barcelona, Barcelona, Catalonia, Spain. Electronic address: aarboix@hscor.com.,",Gender differences and woman-specific trends in acute stroke: results from a hospital-based registry (1986-2009).,Clinical neurology and neurosurgery,2014 Dec,EPI,Human,4592,"We assessed gender differences and women-specific secular trends in stroke.Data from 2318 women and 2274 men with first-ever stroke collected from the Sagrat Cor Hospital Stroke Registry of Barcelona between 1986 and 2009 were analyzed.Patient's age increased significantly from a mean of 74.5 years in 1986-1992 to 81.2 years in 2004-2009 (P < 0.001). Patients aged â‰¥ 85 years increased from 18.5% to 38.5% (P = 0.0001) as were patients with hypertension, atrial fibrillation, and cardioembolic stroke. The in-hospital death decreased from 17.6% to 11% (P = 0.02), median length of hospital from 14 to 9 days (P = 0.0001) and prolonged hospital stay (> 12 days) from 59.7% to 33.7% (P = 0.0001). Lacunar infarction was more frequent in men (21.5% vs. 16.2%, P = 0.0003) and cardioembolic infarction in women (26% vs. 15.6%, P = 0.0001). Acute stroke in women continues to be a severe disease with high risk of death in the immediate post-stroke phase (13.5%) and low probability of early full neurological recovery (13.9% vs. 11.8%, P = 0.029).Women differ from men in the distribution of risk factors and stroke subtype, stroke severity, and outcome. An increase in the patient's age, hypertension, atrial fibrillation and cardioembolic infarction, as well as a decrease mortality and length of hospitalization over a 24-year period was recorded."
25422086,Yes," Tracy E Madsen Affiliation=Department of Emergency Medicine, The Alpert Medical School of Brown University Rhode Island Hospital, Providence, RI.,",Gender differences in neurologic emergencies part I: a consensus summary and research agenda on cerebrovascular disease.,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,2014 Dec,REVIEW,Human,na,"Cerebrovascular neurologic emergencies including ischemic and hemorrhagic stroke, subarachnoid hemorrhage (SAH), and migraine are leading causes of death and disability that are frequently diagnosed and treated in the emergency department (ED). Although sex and gender differences in neurologic emergencies are beginning to become clearer, there are many unanswered questions about how emergency physicians should incorporate sex and gender into their research initiatives, patient evaluations, and overall management plans for these conditions. After evaluating the existing gaps in the literature, a core group of ED researchers developed a draft of future research priorities. Participants in the 2014 Academic Emergency Medicine consensus conference neurologic emergencies working group then discussed and approved the recommended research agenda using a standardized nominal group technique. Recommendations for future research on the role of sex and gender in the diagnosis, treatment, and outcomes pertinent to ED providers are described for each of three diagnoses: stroke, SAH, and migraine. Recommended future research also includes investigation of the biologic and pathophysiologic differences between men and women with neurologic emergencies as they pertain to ED diagnoses and treatments. "
24769474,Yes," Man Mohan Mehndiratta Affiliation=Department of Neurology, Janakpuri Superspeciality Hospital, New Delhi, India.,",Stroke in Asia: geographical variations and temporal trends.,"Journal of neurology, neurosurgery, and psychiatry",2014 Dec,REVIEW,Human,na,"Asian countries are in various stages of epidemiological transition and therefore exhibit a great diversity in disease patterns. Collectively, they comprise almost two-third of the world's total mortality due to stroke. The purpose of this review is to explore existing epidemiological data on stroke, highlight the temporal trends in stroke epidemiology in various regions of Asia and predict future patterns based on these observations. Our search revealed that there is a lack of good epidemiological data from most Asian countries. Whatever data exist are not comparable due to lack of standardised methodology for ascertaining stroke and its subtypes. For this and other reasons, these estimates exhibit country-to-country variation and also within-country variability. We have also reviewed temporal trends in stroke incidence and prevalence in 12 Asian countries and the evolution of stroke subtypes over the past two decades. Important observations include a rise in stroke incidence in most Asian countries, an earlier age at onset compared with the West, a relative increase in the proportion of ischaemic strokes and a decline in haemorrhagic strokes. Among ischaemic stroke subtypes, lacunar strokes, which were once the commonest variety, are now declining. Emerging data suggest that large artery atherosclerosis and in particular that of intracranial vessels is the predominant aetiology in most Asian countries. The review also identified important gender differences in terms of stroke risk factors, prevalence and outcomes. There is need for sound epidemiological data from most countries to understand the disease better and plan policy-level interventions to decrease the burden. We identify a need for standard format or guidelines for conducting stroke epidemiological studies especially in developing Asian countries. This region must be identified as a priority region for stroke-related interventions and preventive strategies by global healthcare authorities and organisations. "
24633256,Yes," A J Wagstaff Affiliation=From the University of Birmingham Centre for Cardiovascular Sciences, City Hospital, Dudley Road, Birmingham B18 7QH, UK, The Medical School, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK, Department of Cardiology, Aalborg University Hospital, Forskningens Hus, Sâˆ_Ã‰Â¬âˆèndre Skovvej 15, 9000 Aalborg, Denmark and Aalborg Thrombosis Research Unit, Department of Clinical Medicine, Aalborg University, Forskningens Hus, Sâˆ_Ã‰Â¬âˆèndre Skovvej 15, 9000 Aalborg, Denmark From the University of Birmingham Centre for Cardiovascular Sciences, City Hospital, Dudley Road, Birmingham B18 7QH, UK, The Medical School, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK, Department of Cardiology, Aalborg University Hospital, Forskningens Hus, Sâˆ_Ã‰Â¬âˆèndre Skovvej 15, 9000 Aalborg, Denmark and Aalborg Thrombosis Research Unit, Department of Clinical Medicine, Aalborg University, Forskningens Hus, Sâˆ_Ã‰Â¬âˆèndre Skovvej 15, 9000 Aalborg, Denmark.,",Is female sex a risk factor for stroke and thromboembolism in patients with atrial fibrillation? A systematic review and meta-analysis.,QJM : monthly journal of the Association of Physicians,2014 Dec,REVIEW,Human,na,"Atrial fibrillation (AF) increases the risk of stroke, but this risk is not homogenous. Many risk factors contribute to stroke risk however, the evidence for female sex as a risk factor is less well-established.To perform a systematic review and meta-analysis of the available evidence to establish if female sex is a risk factor for stroke/thromboembolism among patients with AF.A systematic literature search was conducted using Medline. The search term 'atrial fibrillation' was used in combination with 'stroke risk', 'thromboembolism', 'female' and 'gender differences' and returned 735 articles, of which 17 were appraised and included. Females with AF were compared with males with AF for the outcome of stroke/thromboembolism.Seventeen studies, 5 randomized-controlled trials and 12 prospective observational studies were included; 10 demonstrated an increased risk of stroke in women. Meta-analysis of the 17 studies revealed a 1.31-fold (95% confidence intervals (CIs) 1.18-1.46) elevated risk of stroke in women with AF; the risk appearing greatest for women aged â‰¥75 years. Only three studies compared entirely anticoagulated populations; stroke rates among these patients varied from 1.2-1.44% per-patient year for men and 2.08-2.43% per-patient year for women. Risk of stroke in women appeared similar regardless of oral anticoagulation therapy [risk ratio (95% CI 1.29 (1.09-1.52) and 1.49 (1.17-1.90) in non-anticogulated vs. anticoagulated/mixed cohorts, respectively).Women with AF are at increased risk of stroke, particularly elderly women. Comprehensive stroke risk assessment, including sex as a risk factor, should be undertaken in all AF patients."
25606450,No," Murali Vijayan Affiliation=Department of Biotechnology & Genetic Engineering, Bharathidasan University, Tiruchirappalli-620 024, Tamil Nadu, India.,",ACE-II genotype and I allele predicts ischemic stroke among males in south India.,Meta gene,2014 Dec,PP,Human,393,"Two hundred ischemic stroke patients and 193 age and sex matched healthy controls were studied for the presence of Angiotensin Converting Enzyme Insertion/Deletion (ACE I/D) gene polymorphism. The PCR studies revealed that ACE 'II' (ORÂ =Â 2.055; pÂ =Â 0.004) genotype and 'I' (ORÂ =Â 1.411; pÂ =Â 0.018) alleles were significantly associated with IS patients. Gender specific analysis revealed a strong association of 'II' (ORÂ =Â 2.044; pÂ =Â 0.014) genotype and 'I' (ORÂ =Â 1.531; pÂ =Â 0.011) allele with male sex. Classification of patients based on TOAST criteria, revealed a significant association for 'II' genotype (ORÂ =Â 1.713; pÂ =Â 0.043) and 'I' (ORÂ =Â 1.382; pÂ =Â 0.039) allele in LVD patients only. When the data was stratified based on age and sex, a statistically significant association was observed for ACE 'II' genotype (ORÂ =Â 2.288; pÂ =Â 0.006) and 'I' allele (ORÂ =Â 1.395; pÂ =Â 0.054) in IS male patients of >Â 50Â years of age. The ACE 'D' allele was found to be increased in controls (ORÂ =Â 0.709; pÂ =Â 0.018) than IS patients. Multivariate logistic regression analysis showed that smoking and diabetes were the most powerful independent risk factor in LVD type of stroke. Thus, we presented here an evidence for a strong association of ACE 'II' genotype and 'I' allele compounded by factors such as smoking and diabetes among south Indian IS patients. "
24148312,No," Tai Hwan Park Affiliation=Department of Neurology, Seoul Medical Center, Seoul, Republic of Korea.,",Gender differences in the age-stratified prevalence of risk factors in Korean ischemic stroke patients: a nationwide stroke registry-based cross-sectional study.,International journal of stroke : official journal of the International Stroke Society,2014 Aug,EPI,Human,9417,"Although ethnic or cultural differences affect prevalence of cardiovascular risk factors, limited information is available about the age- and gender-stratified prevalence of the risk factors in Asian stroke population.We assessed gender- and age-stratified prevalences of major risk factors in Korean stroke patients, and assumed that the gender differences are attenuated by adjustment with lifestyle factors.Using the nationwide hospital-based stroke registry, we identified 9417 ischemic stroke patients admitted between April 2008 and January 2011. Prevalence of hypertension, diabetes, hyperlipidemia, atrial fibrillation, prior stroke, and coronary heart disease was assessed in both genders by age groups. We analyzed gender differences of the prevalence among the age groups by calculating prevalence ratio, and further explored the influence of lifestyle factors on the gender difference in multivariable analyses.Hypertension and hyperlipidemia were more common in men until middle age, but after that more common in women, whereas diabetes was more common in women after 65 years of age. Atrial fibrillation increased steadily with age in both genders but was more common in women through all age groups. Prior stroke and coronary heart disease showed inconsistent gender differences. Gender differences in hypertension and diabetes among the age groups were attenuated by adjustment with accompanying risk factors including lifestyle factors.Korean women with stroke had more hypertension and hyperlipidemia after middle age, more diabetes after 65 years, and more atrial fibrillation throughout all ages. Strategies to control risk factors in women at risk for stroke are eagerly needed."
24508640,No," Kristen L Zuloaga Affiliation=Department of Anesthesiology and Perioperative Medicine and The Knight Cardiovascular Institute, Oregon Health and Science University, Portland, Oregon.,",Role of aromatase in sex-specific cerebrovascular endothelial function in mice.,American journal of physiology. Heart and circulatory physiology,2014 Apr,PP,Mouse,na,"Stroke risk and outcome are strongly modified by estrogen. In addition to ovaries, estrogen is produced locally in peripheral tissue by the enzyme aromatase, and extragonadal synthesis becomes the major source of estrogen after menopause. Aromatase gene deletion in female mice exacerbates ischemic brain damage after stroke. However, it is not clear which cell type is responsible for this effect, since aromatase is expressed in multiple cell types, including cerebrovascular endothelium. We tested the hypothesis that cerebrovascular aromatase contributes to sex differences in cerebrovascular endothelial function. Cerebrocortical microvascular responses to the endothelium-dependent vasodilator ACh were compared between male and female wild-type (WT) and aromatase knockout (ArKO) mice by measuring laser-Doppler perfusion in vivo through a closed cranial window. Additional studies were performed in WT mice treated with the aromatase inhibitor fadrozole or vehicle. WT female mice had significantly greater responses to ACh compared with WT males (P < 0.001), which was associated with higher aromatase expression in female compared with male cerebral vessels (P < 0.05). ACh responses were significantly lower in ArKO compared with WT females (P < 0.05) and in WT females treated with fadrozole versus vehicle (P < 0.001). Conversely, ACh responses were significantly higher in ArKO versus WT males (P < 0.05). Levels of phosphorylated endothelial nitric oxide synthase (eNOS) were lower in ArKO versus WT female brains, but were not altered by aromatase deletion in males. We conclude that cerebrovascular endothelial aromatase plays an important and sexually dimorphic role in cerebrovascular function and that aromatase inhibitors in clinical use may have cardiovascular consequences in both males and females. "
