Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,Unnamed: 10,abstract
19936497,No," Sandhi Maria Barreto,","Chronic diseases, self-perceived health status and health risk behaviors: gender differences.",Revista de sa√∫de p√∫blica,2009 Nov,Clinical,Human,39821,,"To analyze the association between chronic diseases and health risk behaviors and self-perceived health status by gender.A total of 39.821 adults (30+ years old) who participated in the system Vigilância de Fatores de Risco e Proteção para Doenças Crônicas por Inquérito Telefônico (VIGITEL--Telephone-Based Surveillance of Risk and Protective Factors for Chronic Diseases) carried out in 27 Brazilian capitals in 2006 were included in the study. The dependent variable was medical diagnosis reporting of diabetes, hypertension and myocardial infarct or stroke. Respondents were grouped into three categories: no disease; one chronic disease; and two or more. The associations between the dependent variable and sociodemographic characteristics, behavioral risk factors (smoking, consumption of fatty meat and whole milk, leisure-time physical inactivity, low fruit and vegetable intake and intake of added salt) and self-perceived health status were assessed in men and women using multinomial logistic regression.Chronic disease reporting was higher among older men and women with lower schooling, BMI > or = 30 kg/m2 and who were on a diet. There was an inverse association between number of risk behaviors and two or more chronic diseases (OR: 0.64; 95% CI: 0.54;0.76 among men and OR: 0.86; 95% CI: 0.77;0.97 among women). Those men (OR: 33.61; 95% CI: 15.70;71.93) and women (OR: 13.02; 95% CI: 6.86; 24.73) who self-perceived their health as poor reported more chronic diseases. There was no statistical interaction between self-perceived health status and gender.An inverse association between number of risk behaviors and reporting of two or more chronic diseases suggests a reverse causality and/or higher survival rates among those who take better care of themselves. Men seem to have poorer perception of their health status compared to women, after adjustment for confounders."
19052034,No," N Nante, M McKee",Sex differences in use of interventional cardiology persist after risk adjustment.,Journal of epidemiology and community health,2009 Mar,Management,Human,77974,,"Studies from several countries have documented gender disparities in the management of coronary artery disease. Whether such gender disparities are seen in Italy and, if so, whether they can be explained by factors such as age and severity of illness were investigated.77 974 Piedmontese patients, admitted between 1999 and 2002, with a primary diagnosis of myocardial infarction (ICD 410), angina (ICD 413), chronic ischaemia (ICD 414) and chest pain (ICD 786.5) were studied. The number of men and women undergoing surgical treatment was extracted and the male-female odds ratios calculated. Several risk factors and a risk adjustment technique (APR-DRG) were used to control for possible confounders. Backward stepwise multiple logistic regression was used to adjust for significant covariates.Crude analysis demonstrated that gender is a discriminating factor in the probability of surgery (OR 2.11, 95% CI 2.04 to 2.19), with similar findings among those with each main diagnosis. The odds ratios decreased after adjustment for age, co-morbidity and disease severity but remained significant.Men and women admitted to hospitals in a region of northern Italy with a diagnosis of cardiovascular disease are treated differently and this cannot be explained by age or severity of disease."
19147625,No," K P Champney,","The joint contribution of sex, age and type of myocardial infarction on hospital mortality following acute myocardial infarction.",Heart (British Cardiac Society),2009 Jun,Outcomes,Human,361429,,"Younger, but not older, women have a higher mortality than men of similar age after a myocardial infarction (MI). We sought to determine whether this relationship is true for both ST elevation MI (STEMI) and non-ST elevation MI (NSTEMI).Retrospective cohort study.1057 USA hospitals participant in the National Registry of Myocardial Infarction between 2000 and 2006.126 172 STEMI and 235 257 NSTEMI patients.Hospital death.For both STEMI and NSTEMI, the younger the patient's age, the greater the excess mortality risk for women compared with men, while older women fared similarly (STEMI) or better (NSTEMI) than men (p<0.0001 for the age-sex interaction). In STEMI, the unadjusted women-to-men RR was 1.68 (95% CI 1.41 to 2.01), 1.78 (1.59 to 1.99), 1.45 (1.34 to 1.57), 1.08 (1.02 to 1.14) and 1.03 (0.98 to 1.07) for age <50 years, age 50-59, age 60-69, age 70-79 and age 80-89, respectively. For NSTEMI, corresponding unadjusted RRs were 1.56 (1.31 to 1.85), 1.42 (1.27 to 1.58), 1.17 (1.09 to 1.25), 0.92 (0.88 to 0.96) and 0.86 (0.83 to 0.89). After adjusting for risk status, the excess risk for younger women compared with men decreased to approximately 15-20%, while a better survival of older NSTEMI women compared with men persisted.Sex-related differences in short-term mortality are age-dependent in both STEMI and NSTEMI patients."
19538236,No," N Ouhoummane,","Impact of diabetes and gender on survival after acute myocardial infarction in the Province of Quebec, Canada--a population-based study.",Diabetic medicine : a journal of the British Diabetic Association,2009 Jun,Outcomes,Human,23700,,"To examine the impact of diabetes, gender and their interaction on 30-day, 1-year and 5-year post-acute myocardial infarction (AMI) mortality in three age groups (20-64, 65-74 and > or = 75 years).Retrospective analysis including 23 700 patients aged > or = 20 years (22% with diabetes) admitted to hospital for a first AMI in any hospital in the Province of Quebec, Canada, between April 1995 and March 1997. Administrative databases were used to identify patients and assess outcomes.Regarding 30-day mortality, there was non-significant interaction between diabetes and gender. Women aged < 75 years had, independently of diabetes status, at least a 38% (P < 0.05) higher mortality than their male counterparts after adjustment for socio-economic status and co-morbid conditions. Gender difference disappeared, however, after controlling for in-hospital complications. Regarding 1-year mortality (31-365 days), there was no significant gender disparity for all age groups. During the 5-year follow-up, no gender differences were seen in any age group, except for younger (< 65 years) women with diabetes, who had a 52% (P = 0.004) higher mortality than men after controlling for co-variables. This female disadvantage was demonstrated by a significant interaction between diabetes and gender in patients aged < 65 years (P = 0.009).The higher 30-day mortality post-AMI in younger (20-64 years) and middle-aged (65-74 years) women compared with men was not influenced by diabetes status. However, during the 5-year follow-up, the similar gender mortality observed in patients without diabetes seemed to disappear in younger patients with diabetes, which may be explained by the deleterious, long-term, post-AMI impact of diabetes in younger women."
19465438,No," Andrew J Hogarth,",Gender differences in sympathetic neural activation following uncomplicated acute myocardial infarction.,European heart journal,2009 Jul,Pathophysiology,Human,36,,"To determine whether the magnitude of post-acute myocardial infarction (AMI) sympathetic activation is greater in women (F-AMI) than men (M-AMI).Both sympatho-humoral activation and female gender are associated with worse outcome in the early phase following AMI. However, women have lower sympathetic output than men. We therefore examined matched groups of F-AMI (18) and M-AMI (18) patients 2-4 days following uncomplicated AMI, then 3 monthly to 9 months; matched normal control (NC) groups comprised M-NC (18) and F-NC (18). Muscle sympathetic nerve activity (MSNA) was measured by microneurography. Muscle sympathetic nerve activity was lower in the F-NC than M-NC (at least P < 0.05) and greater in the two AMI groups than their corresponding NC groups (at least P < 0.001). Muscle sympathetic nerve activity was similar in the F-AMI and M-AMI groups indicating a post-AMI increase in women of about twice that in men (P < 0.0001). Both AMI groups returned to corresponding NC (lower in women) levels by 9 months.Following uncomplicated AMI, women developed a relatively greater magnitude of sympathetic activation lasting until its resolution at 9 months. This is consistent with reports of their worse prognosis observed during this time period, with important potential clinical implications."
19114802,No, Cynthia Arslanian-Engoren,Explicating nurses' cardiac triage decisions.,The Journal of cardiovascular nursing,2009 Jan-Feb,Management,Human,12,,"Although nurses frequently determine patient priority and urgency status for emergency evaluation and treatment of symptoms suggestive of myocardial infarction (MI), surprisingly few studies have specifically examined the cardiac triage decisions of emergency department (ED) nurses. Therefore, the purpose of this study was to explicate the decision-making processes of ED nurses who triage men and women for MI.A qualitative, descriptive study was conducted using focus group methodology. A synthesized conceptual model was used to guide focus group discussions and to begin the process of developing a conceptually based, quantifiable measure of ED nurses' cardiac triage decisions. Participants' (N = 12) oral descriptions were audiotape recorded, transcribed verbatim, and analyzed using the Krueger content analysis method.When making MI triage decisions and determining triage urgency status, ED nurses determine the underlying cause of patients' chief complaints based on clinical presentation, patient demographics, past medical history, as well as their own attitudes, perceptions and beliefs, nursing knowledge, and ED experience. Important patient cues include general appearance, vital signs, cardiac history, chest pain, and mode of transportation. Nurse's ultimate goal when making cardiac triage decisions is to have the patient receive a prompt electrocardiogram and prompt medical evaluation and to advocate for the patient.Nurses are knowledgeable of age and sex differences in MI presentation. However, some nurses hold cultural biases and stereotypes that may interfere with the timely delivery of emergency cardiac healthcare. Findings from this study will be used to develop a quantifiable measure of ED nurses' cardiac triage decision-making processes."
19081410,No," Nausheen Akhter, Adhir Shroff",Gender differences among patients with acute coronary syndromes undergoing percutaneous coronary intervention in the American College of Cardiology-National Cardiovascular Data Registry (ACC-NCDR).,American heart journal,2009 Jan,Management,Human,199690,,"Although prior studies have demonstrated disparities in the management and outcomes of women with acute coronary syndrome (ACS), there are limited large-scale contemporary data on gender differences in post-intervention outcomes in this population.We analyzed patients according to 2 ACS categories, unstable angina/non-ST-elevation myocardial infarction (UA/NSTEMI) and ST-elevation myocardial infarction (STEMI) who had a percutaneous coronary intervention in the ACC-NCDR from January 1, 2004, to March 30, 2006. Of 199,690 patients, 55,691 women presented with UA/NSTEMI, and 12,335 women presented with STEMI. Clinical and angiographic characteristics, procedural and treatment patterns, and in-hospital outcomes were examined.Women presented more often with UA/NSTEMI than men (82% of women vs 77% of men, P < .0001). Despite having greater comorbidities, women in both ACS categories had fewer high risk angiographic features than men. Women were less likely to receive aspirin or glycoprotein IIb/IIIa inhibitors, and were less often discharged on aspirin or statin. For in-hospital mortality, the adjusted odds ratio for men compared to women was similar (odds ratio 0.97, P = .5). Women had higher rates of cardiogenic shock, congestive heart failure, any bleeding, and any vascular complications. Importantly, rates of subacute stent thrombosis were less in women compared to men (0.43% vs 0.57%, P = .0003).Although women had fewer high-risk angiographic features than men, they continue to have higher rates of in-hospital complications. This suggests the need for gender-tailored techniques to minimize post-intervention complications and maximize application of evidence-based antiplatelet therapies."
20031810,No," Susmita Parashar,",Impact of depression on sex differences in outcome after myocardial infarction.,Circulation. Cardiovascular quality and outcomes,2009 Jan,Outcomes,Human,2411,,"Women have an unexplained worse outcome after myocardial infarction (MI) compared with men in many studies. Depressive symptoms predict adverse post-MI outcomes and are more prevalent among women than men. We examined whether depressive symptoms contribute to women's worse outcomes after MI.In a prospective multicenter study (PREMIER), 2411 (807 women) MI patients were enrolled. Depressive symptoms were assessed with the Patient Health Questionnaire. Outcomes included 1-year rehospitalization, presence of angina using the Seattle Angina Questionnaire, and 2-year mortality. Multivariable analyses were used to evaluate the association between sex and these outcomes, adjusting for clinical characteristics. The depressive symptoms score was added to the models to evaluate whether it attenuated the association between sex and outcomes. Depressive symptoms were more prevalent in women compared with men (29% versus 18.8%, P<0.001). After adjusting for demographic factors, comorbidities, and MI severity, women had a mildly higher risk of rehospitalization (hazard ratio, 1.20; 95% CI, 1.04 to 1.40), angina (odds ratio, 1.32; 95% CI, 1.00 to 1.75), and mortality (hazard ratio, 1.27; 95% CI, 0.98 to 1.64). After adding depressive symptoms to the multivariable models, the relationship further declined toward the null, particularly for rehospitalization (hazard ratio, 1.14; 95% CI, 0.98 to 1.34) and angina (odds ratio, 1.22; 95% CI, 0.91 to 1.63), whereas there was little change in the estimate for mortality (hazard ratio, 1.24; 95% CI, 0.95 to 1.62). Depressive symptoms were significantly associated with each of the study outcomes with a similar magnitude of effect in both women and men.A higher prevalence of depressive symptoms in women modestly contributes to their higher rates of rehospitalization and angina compared with men but not mortality after MI. Our results support the recent recommendations of improving recognition of depressive symptoms after MI."
19284072,No," Sophia Vaina,",Effect of gender differences on early and mid-term clinical outcome after percutaneous or surgical coronary revascularisation in patients with multivessel coronary artery disease: insights from ARTS I and ARTS II.,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2009 Jan,Outcomes,Human,na,,"The aim of the current study was to compare the short and mid-term outcome between males and females treated with percutaneous coronary intervention (PCI) with bare metal stent implantation or coronary artery bypass graft (CABG) surgery and drug-eluting stent implantation in the Arterial Revascularisation Therapies Study I and II (ARTS I and II).The patients included in ARTS I were randomised to PCI with bare metal stents or to CABG. The patients enrolled in ARTS II were treated with Cypher stent implantation. All patients were scheduled for clinical follow-up at one, six and twelve months, and after three and five years. Major adverse cardiac and cerebrovascular events (MACCE) included death, cerebrovascular accident (CVA), myocardial infarction (MI), repeat target vessel PCI (RPCI) and CABG. At one and three-year follow-up in ARTS II, both the female and male patients had an incidence of MACCE similar to ARTS I-CABG. When comparing the female and male population of ARTS II, there were no differences between the two genders in terms of in-hospital outcome. At one year and three years there were no gender specific differences in the incidence of MACCE.Female and male patients in ARTS II had significantly lower MACCE rates compared with ARTS I-PCI, but similar to that of ARTS I-CABG. In ARTS II, MACCE free survival was similar for the two genders at three years follow-up."
18519547,No," A Ghodsizad,",Transplanted human cord blood-derived unrestricted somatic stem cells improve left-ventricular function and prevent left-ventricular dilation and scar formation after acute myocardial infarction.,Heart (British Cardiac Society),2009 Jan,Pathophysiology,Porcine,,,"Functional improvement after acute myocardial ischaemia (MI) has been achieved by transplantation of different adult stem and progenitor cell types. It is controversial whether these cell types are able to form novel functional myocardium. Alternatively, graft-related or immune-related paracrine mechanisms may preserve existing myocardium, improve neovascularisation, affect tissue remodelling or induce endogenous de novo formation of functional myocardium. We have applied an alternative somatic cell type, human cord-blood-derived unrestricted somatic stem cells (USSCs) in a porcine model of acute MI.USSCs were transplanted into the acutely ischaemic lateral wall of the left ventricle (LV). LV dimension and function were assessed by transoesophageal echocardiography (TEE) pre-MI, immediately post-MI, 48 hours and 8 weeks after USSC injection. Additionally, apoptosis, mitosis and recruitment of macrophages were examined 48 hours post-engraftment.Gender-specific and species-specific FISH/immunostaining failed to detect engrafted donor cells 8 weeks post-MI. Nevertheless, cell treatment effectively preserved natural myocardial architecture. Global left ventricular ejection fraction (LVEF) before MI was 60% (7%). Post-MI, LVEF decreased to 34% (8%). After 8 weeks, LVEF had further decreased to 27% (6%) in the control group and recovered to 52% (2%) in the USSC group (p<0.01). Left-ventricular end-diastolic volume (LVEDV) before MI was 28 (2) ml. 8 weeks post-MI, LVEDV had increased to 77 (4) ml in the control group. No LV dilation was detected in the USSC group (LVEDV: 26 (2) ml, p<0.01). Neither apoptosis nor recruitment of macrophages and mitosis were different in either groups.Transplantation of USSCs significantly improved LV function and prevented scar formation as well as LV dilation. Since differentiation, apoptosis and macrophage mobilisation at infarct site were excluded as underlying mechanisms, paracrine effects are most likely to account for the observed effects of USSC treatment."
24774282,No," Jos√É¬© Galcer√É¬°-Tom√É¬°s Affiliation=Unidad Coronaria, Hospital Universitario Virgen de la Arrixaca, Murcia, Spain.,",Female Sex Is Inversely and Independently Associated With Marked ST-Segment Elevation. A Study in Patients With ST-Segment Elevation Acute Myocardial Infarction and Early Admission.,Revista espa√É¬±ola de cardiolog√É¬≠a (English ed.),2009 Jan,CLIN,Human,1422,,
19549467,No," Chun-Mei Wang,",An analysis of the prognostic factors of acute myocardial infarction in different gender,Zhonghua nei ke za zhi [Chinese journal of internal medicine],2009 Feb,Clinical,Human,904,,"To analyse the prognostic factors of ST-elevation acute myocardial infarction men and women.The data of 904 in-hospital patients with ST-elevation myocardial infarction were collected from the database of our hospital during 2003 - 2004 and 728 of them were followed-up. The patients were divided into groups of male and female.Women had more accompanying diseases such as diabetes mellitus (DM) and hypertension than men; left ventricular ejection fraction (LVEF) was lower in female. The rate of successful reperfusion was lower in women than men (P < 0.05). Mortality rate was higher in women. 728 (202 female) patients were followed up. The use of beta-blockers were statistically different between two groups during follow-up. In the female group, LVEF was lower significantly and the rate of readmission for heart failure and myocardial infarction as well as that of mortality was higher (P < 0.05). Multivariate analysis showed that sex difference was an independent risk factor for in-hospital mortality (OR = 2.130, 95% CI 0.954 - 4.754, P = 0.045), but not for mortality in the followed-up period and readmission.There are many factors leading to the poor prognosis of ST-elevation acute myocardial infarction in women. It is essential to pay more attention to its clinical characteristics and begin intervention of the risk factors earlier so as to improve the prognosis."
20102093,No," Jaksa Zanchi,",Gender differences in in-hospital mortality and angiographic findings of patients with acute ST-segment elevation myocardial infarction (STEMI) undergoing percutaneous coronary intervention (PCI).,Collegium antropologicum,2009 Dec,Outcomes,Human,488,,"There are conflicting reports in the literature regarding the role of sex on the in-hospital mortality of patients with acute myocardial infarction. The objective of this study is to determine whether there are gender differences in in-hospital mortality and angiographic findings of patients with acute ST-segment elevation myocardial infarction (STEMI) undergoing percutaneous coronary intervention (PCI). We conducted a prospective study of all patients admitted to University Hospital Center Split, Croatia with STEMI from 2004 to 2008 who underwent PCI. From March 2004 throughout September 2008, 488 patients with STEMI underwent PCI (364 men, 74.6%; 124 women, 25.4%). Compared with men, women were significantly older (mean age, 67.3 vs. 60.3 years; p < 0.001). Men had a significantly higher proportion of circumflex artery occlusion (19.5% vs. 10.5%, p = 0.022). A higher proportion of men had a multivessel disease than women (56.8% vs. 41.9%; p = 0.004). In-hospital mortality was significantly higher among women (11.3% vs. 4.6%; p = 0.002) but after adjustment for the baseline difference in age, the female sex was not an independent predictor of in-hospital mortality (adjusted OR 1.15; 95% CI 0.82-1.84). In men, occlusions of left anterior descending artery showed higher mortality rate than occlusions of other coronary arteries (LM 0%, LAD 7.3%, Cx 2.8%, RCA 0.7%, p = 0.03). According to our results female gender is not an independent predictor of in-hospital mortality after percutaneous coronary intervention. In men, occlusions of left anterior descending arteries are associated with higher mortality rate comparing to occlusions of other coronary arteries."
19856196,No," Oliver Koeth,",Gender differences in patients with acute ST-elevation myocardial infarction complicated by cardiogenic shock.,Clinical research in cardiology : official journal of the German Cardiac Society,2009 Dec,Outcomes,Human,na,,"The aim of our analysis is to assess gender differences in baseline characteristics, acute therapies, and clinical outcome in patients with acute ST-elevation myocardial infarction (STEMI) complicated by cardiogenic shock.The Maximal Individual Therapy of Acute Myocardial Infarction PLUS registry (MITRA PLUS) is a German prospective, multicenter, observational data pool of current treatment of STEMI.STEMI was more often (P < 0.0001) complicated by cardiogenic shock in female patients (12.9%) when compared to male patients (9.3%). This was still true after adjusting for confounding variables (OR 1.19, 95% CI 1.09-1.30). Women with STEMI admitted in a cardiogenic shock were older (P < 0.0001) and had more often concomitant diseases (P < 0.0001). There was no differences in rates of reperfusion therapy (OR 0.92, 95% CI 0.77-1.09). Hospital mortality was 67.7% in female patients, when compared to 57.2% in male patients (P < 0.0001). After adjusting for confounding variables in the multivariate analysis hospital mortality did not differ between men and women (OR 1.16, 95% CI 0.98-1.38). Early reperfusion therapy was associated with a significant reduction of hospital mortality in female patients with STEMI complicated by cardiogenic shock (OR 0.68, 95% CI 0.52-0.90) with primary PCI being more effective than thrombolytic therapy (OR 0.46, 95% CI 0.31-0.68).In women, STEMI was more often complicated by cardiogenic shock when compared to men. However, the use of early reperfusion therapy did not differ between the sexes. Primary PCI was associated with the best outcome in female patients with STEMI complicated by cardiogenic shock and is therefore the therapy of choice."
19706861,No," Jeffrey S Berger,",Sex differences in mortality following acute coronary syndromes.,JAMA : the journal of the American Medical Association,2009 Aug 26,Outcomes,Human,136247,,"Conflicting information exists about whether sex differences modulate short-term mortality following acute coronary syndromes (ACS).To investigate the relationship between sex and 30-day mortality in ACS, and to determine whether this relationship was modified by clinical syndrome or coronary anatomy using a large database across the spectrum of ACS and adjusting for potentially confounding clinical covariates.A convenience sample of patients pooled from 11 independent, international, randomized ACS clinical trials between 1993 and 2006 whose databases are maintained at the Duke Clinical Research Institute, Durham, North Carolina. Of 136 247 patients, 38 048 (28%) were women; 102 004 (26% women) with ST-segment elevation myocardial infarction (STEMI), 14 466 (29% women) with non-STEMI (NSTEMI), and 19 777 (40% women) with unstable angina.Thirty-day mortality following ACS.Thirty-day mortality was 9.6% in women and 5.3% in men (odds ratio [OR], 1.91; 95% confidence interval [CI], 1.83-2.00). After multivariable adjustment, mortality was not significantly different between women and men (adjusted OR, 1.06; 95% CI, 0.99-1.15). A significant sex by type of ACS interaction was demonstrated (P < .001). In STEMI, 30-day mortality was higher among women (adjusted OR, 1.15; 95% CI, 1.06-1.24), whereas in NSTEMI (adjusted OR, 0.77; 95% CI, 0.63-0.95) and unstable angina, mortality was lower among women (adjusted OR, 0.55; 95% CI, 0.43-0.70). In a cohort of 35 128 patients with angiographic data, women more often had nonobstructive (15% vs 8%) and less often had 2-vessel (25% vs 28%) and 3-vessel (23% vs 26%) coronary disease, regardless of ACS type. After additional adjustment for angiographic disease severity, 30-day mortality among women was not significantly different than men, regardless of ACS type. The relationship between sex and 30-day mortality was similar across the levels of angiographic disease severity (P for interaction = .70).Sex-based differences existed in 30-day mortality among patients with ACS and vary depending on clinical presentation. However, these differences appear to be largely explained by clinical differences at presentation and severity of angiographically documented disease."
19363164,No,"  Ju Young Shin,",Influence of assessment methods on reports of gender differences in AMI symptoms.,Western journal of nursing research,2009 Aug,Clinical,Human,na,,"The purpose of this secondary analysis was to compare gender differences in retrospective reports of acute myocardial infarction (AMI) symptoms resulting from two different assessment methods: the open-ended inquiry and the combined assessment approach. Women reported more atypical symptoms in their responses to the open-ended inquiry and a greater number of typical, atypical, and total symptoms in the combined assessment approach in which the open-ended inquiry was followed by a series of closed-ended questions. Women reported more jaw/neck pain, dyspnea, and palpitations in response to the open-ended inquiry. In the combined assessment, men reported more chest pain/discomfort than women, whereas women were more likely to report jaw/neck pain, dyspnea, back pain, fatigue, paroxysmal nocturnal dyspnea, and palpitations. The data suggest that careful attention to the type of questions used to assess AMI symptoms could lead to more definitive conclusions regarding gender differences in AMI symptoms."
19170247,No," Rui Feng,",A new estimate of family disease history providing improved prediction of disease risks.,Statistics in medicine,2009 Apr 15,Epidemiology,Human,na,,"Complex diseases often aggregate within families and using the history of family members' disease can potentially increase the accuracy of the risk assessment and allow clinicians to better target on high risk individuals. However, available family risk scores do not reflect the age of disease onset, gender and family structures simultaneously. In this paper, we propose an alternative approach for a family risk score, the stratified log-rank family score (SLFS), which incorporates the age of disease onset of family members, gender differences and the relationship among family members. Via simulation, we demonstrate that the new SLFS is more closely associated with the true family risk for the disease and more robust to family sizes than two existing methods. We apply our proposed method and the two existing methods to a study of stroke and heart disease. The results show that assessing family history can improve the prediction of disease risks and the SLFS has strongest positive associations with both myocardial infarction and stroke."
19247184,No," Morten Grundtvig,",Sex-based differences in premature first myocardial infarction caused by smoking: twice as many years lost by women as by men.,"European journal of cardiovascular prevention and rehabilitation : official journal of the European Society of Cardiology, Working Groups on Epidemiology & Prevention and Cardiac Rehabilitation and Exercise Physiology",2009 Apr,Clinical,Human,1784,,"It has been debated whether smoking increases the risk of heart disease relatively more in women than in men. It is not known whether there are sex differences with regard to how many years prematurely smoking causes acute myocardial infarction (AMI) to occur. We aimed to determine how smoking affects the age of onset of first myocardial infarction in both the sexes.Clinical data were consecutively entered into a database and were analysed with a multivariate regression technique.In the years 1998-2005, data on 1784 consecutive patients (38.3% women) who were discharged from or died in a district general hospital with a diagnosis of first myocardial infarction were included in the study. Age at first AMI was analysed.Unadjusted mean ages were 76.2 years for women and 69.8 years for men, a difference of 6.4 years (P<0.001). Mean age within the various groups was: women nonsmokers 80.7 years, women smokers 66.2 years, difference 14.4 years (P<0.001); men nonsmokers 72.2 years, men smokers 63.9 years, difference 8.3 years (P<0.001). After adjustment for risk factors (hypertension, cholesterol levels, diabetes) and patient characteristics (history of angina, history of stroke) 13.7 years of the age difference in women were attributed to smoking; the corresponding figure in men was 6.2 years (P<0.001).First AMI occurred significantly more prematurely in women than in men smokers, implying that twice as many years were lost by women as by men smokers."
19452405,Yes," Christine S Zuern,",Platelet function and response to aspirin: gender-specific features and implications for female thrombotic risk and management.,Seminars in thrombosis and hemostasis,2009 Apr,Review,Human,,,"This article reviews gender-specific differences in platelet function and response to aspirin. In contrast with men, women under 65 years of age do not benefit from aspirin therapy in primary prevention of coronary artery disease. Furthermore, the overall mortality after myocardial infarction is higher among women, which cannot simply be explained by age or individual treatment. Platelets play a central role in thrombo-ischemic events leading to myocardial infarction and ischemic stroke. Gender differences in platelet reactivity and ""aspirin resistance"" have been reported. Several studies using female platelets have shown increased platelet reactivity at baseline and a less effective inhibition of platelet aggregation by aspirin. The mechanisms underlying these differences are still to be elucidated, but influences of female sex hormones may play an important role. As a consequence, inhibition of platelet aggregation in women treated with aspirin may be insufficient, and female patients might benefit from higher maintenance dosages or the use of alternative antiplatelet medications. A potential future role of pharmacogenomics and laboratory monitoring of antiplatelet medications in predicting individual responsiveness is likely. Overall, primary prevention of myocardial infarction in women should be correlated with the individual risk score of the female patient. More studies focused on women are needed to optimize gender-specific therapy and, therefore, to improve clinical outcomes in women with atherosclerosis."
19379065,Yes," Ayman A El-Menyar,",Impact of gender in patients with acute coronary syndrome.,Expert review of cardiovascular therapy,2009 Apr,Review,Human,,,"In this article, we review the impact of gender on the pathophysiology, management and outcomes after acute coronary syndrome (ACS). We searched the English-language literature indexed in MEDLINE, Scopus and EBSCOhost Research databases from 1988 through January 2009 using the indexing terms 'gender', 'short- and long-term outcomes' and 'acute coronary syndrome' and 'myocardial infarction'. Data comparing gender differences in outcomes after ACS showed that females have a higher mortality rate than males. Observational studies showed that guideline-recommended management strategies are used significantly less frequently in females than males. The undertreatment and worse outcome of female patients with ACS are probably multifactorial and have been reported in different ethnicities and cultures. However, there are conflicting data regarding to the impact of gender on early versus long-term outcomes, the benefit of early intervention in low- and high-risk females and the influence of unmeasured selection biases in the use of therapies in the observational data. These gender discrepancy trends warrant close follow-up, as this might reflect changes in primary and secondary prevention in the community. Furthermore, gender discrepancy gives an indication of healthcare quality and whether care is given in an unbiased manner. All high-risk females, and males with ACS, should receive optimal medical management, coronary angiography and revascularization whenever indicated."
19332189,No," Vlad C Vasile,",Aborted myocardial infarction: is it real in the troponin era?,American heart journal,2009 Apr,Pathophysiology,Human,767,,"Cardiac troponins are the markers of choice for the diagnosis of acute myocardial infarction. The objective of this study was to compare the frequency of ""aborted myocardial infarction"" (no detectable myocardial injury) determined by measurement of troponin versus that determined by creatine kinase (CK) and creatine kinase-muscle brain (CK-MB) measurement criteria among patients with ST-elevation myocardial infarction (STEMI) who received reperfusion therapy.Since 2004, the Mayo Clinic (Rochester, MN) has had a standard reperfusion protocol for the treatment of patients with STEMI. During the study period, 767 patients presented with new or presumed new ST elevation or left bundle block.The diagnosis of STEMI was confirmed in 765 (99.7%) patients. Using the 99th percentile cutoff value, troponin T elevations occurred in 765 (100%) of 765 patients when serial samples were available. Creatine kinase-MB levels of twice or more the upper limit of normal occurred in 681 (90.1%) of 749 patients with serial samples for CK-MB, and CK equal or greater than twice the gender-specific upper limits of normal occurred in 521 (78.8%) of 661 patients with serial samples for CK available.The frequency of aborted myocardial infarction is 0% when using troponin at the 99th percentile cutoff as recommended by contemporary guidelines from the European Society of Cardiology (Nice, France) and American College of Cardiology (Washington, DC)."
19420934,No," Sigrun Halvorsen,",Gender differences in management and outcome of acute myocardial infarctions treated in 2006-2007.,Cardiology,2009,Outcomes,Human,3100,,"Women with acute myocardial infarction (AMI) previously received less invasive evaluation and experienced higher mortality than men. After improvements in AMI care it is unclear whether gender differences still exist in management and outcome of AMI.All patients admitted to Ullevål University Hospital for AMI during 2006 and 2007 were included in this cohort study. Predefined data were recorded during the hospital stay, and the survival status of the patients was ascertained on June 30, 2008.A total of 931 women and 2,174 men were included. No gender differences were observed in treatment delay or age-adjusted odds ratio (OR) of invasive evaluation in ST-elevation myocardial infarction (STEMI). In non-ST-elevation myocardial infarction (NSTEMI), women were less likely than men to undergo coronary angiography (adjusted OR 0.72, 95% CI 0.53-0.99, p = 0.044) and percutaneous coronary intervention (adjusted OR 0.60, 95% CI 0.47-0.76, p = 0.0001). Age-adjusted in-hospital mortality and long-term survival were similar between men and women.Women with STEMI experienced similar treatment delays and odds of invasive evaluation as men. However, gender differences in invasive evaluation were still observed in NSTEMI patients. No sex differences were observed in age-adjusted early and long-term mortality."
