Nr,Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,
93,24338294,No," Nina Johnston Affiliation=Karolinska Institutet, Stockholm, Sweden.,",Do clinical factors explain persistent sex disparities in the use of acute reperfusion therapy in STEMI in Sweden and Canada?,European heart journal. Acute cardiovascular care,2013 Dec 1,MANAG,Human,36051,
94,24338292,No," Amber M Otten Affiliation=Isala Klinieken, Zwolle, The Netherlands.,",Is the difference in outcome between men and women treated by primary percutaneous coronary intervention age dependent? Gender difference in STEMI stratified on age.,European heart journal. Acute cardiovascular care,2013 Dec 1,OUTC,Human,6746,
95,24338293,No," Marco Roffi Affiliation=University Hospital of Geneva, Geneva, Switzerland.,",Gender-related mortality trends among diabetic patients with ST-segment elevation myocardial infarction: insights from a nationwide registry 1997-2010.,European heart journal. Acute cardiovascular care,2013 Dec 1,OUTC,Human,19096,
96,24063834,No," Jonathan D Newman Affiliation=Department of Medicine, Columbia University Medical Center, New York, New York. Electronic address: jonathan.d.newman@gmail.com.,","Trends in myocardial infarction rates and case fatality by anatomical location in four United States communities, 1987 to 2008 (from the Atherosclerosis Risk in Communities Study).",The American journal of cardiology,2013 Dec 1,EPI,Human,4845,
97,23842205,No," Pil Sang Song Affiliation=Division of Cardiology (PSS, D-IK), Department of Internal Medicine, Inje University Haeundae Paik Hospital, Busan, Korea,",Gender differences in clinical outcomes after percutaneous coronary interventions with zotarolimus-eluting stents: insights from the Korean Endeavor Registry.,The American journal of the medical sciences,2013 Dec,OUTC,Human,"2,840",
98,23443581,No," Birgitte Iversen Affiliation=Department of Community Medicine, Faculty of Health Sciences, University of TromsÃ¸, 9037, TromsÃ¸, Norway.,","Active and passive smoking and the risk of myocardial infarction in 24,968 men and women during 11Â year of follow-up: the TromsÃ¸ Study.",European journal of epidemiology,2013 Aug,EPI,Human,24968,
99,23920136,No," T Simon Affiliation=Service de pharmacologie clinique, URC-EST, hÃ´pital Saint-Antoine, AP-HP, universitÃ© Pierre-et-Marie-Curie-Paris-06, 75012 Paris, France.,","[Acute myocardial infarction in women. Initial characteristics, management and early outcome. The FAST-MI registry].",Annales de cardiologie et d'angÃ©iologie,2013 Aug,CLIN,Human,3079,
100,23078145,No," Linda L Coventry,",Myocardial infarction: sex differences in symptoms reported to emergency dispatch.,Prehospital emergency care : official journal of the National Association of EMS Physicians and the National Association of State EMS Directors,2013 Apr-Jun,CLIN,Human,3329,
101,23352262,No," Lakshmana K Pendyala,",Comparison of adverse outcomes after contemporary percutaneous coronary intervention in women versus men with acute coronary syndrome.,The American journal of cardiology,2013 Apr 15,CLIN,Human,6929,
102,23332594,No," Giuseppe De Luca,",Relation of Gender to Infarct Size in Patients With ST-Segment Elevation Myocardial Infarction Undergoing Primary Angioplasty.,The American journal of cardiology,2013 Apr 1,CLIN,Human,830,
103,23537970,No," Julinda Mehilli,",Sex-related effectiveness of bivalirudin versus abciximab and heparin in non-ST-segment elevation myocardial infarction.,American heart journal,2013 Apr,MANAG,Human,1721399,
104,23558878,No," Marcin Sadowski,",Acute myocardial infarction due to left main coronary artery disease: A large multicenter national registry.,Cardiology journal,2013,CLIN,Human,643,
105,23506004,No," Sofie A Gevaert,",Renal dysfunction in STEMI-patients undergoing primary angioplasty: higher prevalence but equal prognostic impact in female patients, an observational cohort study from the Belgian STEMI registry.,BMC nephrology,2013,CLIN,Human,1638
106,23510561,No," Daiva Stanislovaitiene,",SCARB1 single nucleotide polymorphism (rs5888) is associated with serum lipid profile and myocardial infarction in an age- and gender-dependent manner.,Lipids in health and disease,2013,CLIN,Human,463,
107,23459447,No," Toshiaki Toyota Affiliation=Department of Cardiovascular Medicine, Kobe City Medical Center General Hospital, Kobe, Japan.,",Sex-based differences in clinical practice and outcomes for Japanese patients with acute myocardial infarction undergoing primary percutaneous coronary intervention.,Circulation journal : official journal of the Japanese Circulation Society,2013,MANAG,Human,4379,
108,23717617,No," Evelyn O Talbott Affiliation=University of Pittsburgh, Graduate School of Public Health, Department of Epidemiology, Pittsburgh, Pennsylvania, United States of America. eot1@pitt.edu,",Trends in acute myocardial infarction hospitalization rates for US States in the CDC tracking network.,PloS one,2013,EPI,Human,na,
109,24015238,No," Chuey Yan Lee Affiliation=Department of Cardiology, Sultanah Aminah Hospital, Johor Bahru, Johor, Malaysia.,",Are there gender differences in coronary artery disease? The Malaysian National Cardiovascular Disease Database - Percutaneous Coronary Intervention (NCVD-PCI) Registry.,PloS one,2013,EPI,Human,10554,
110,24088002,No," O N Kurochkina Affiliation=Komi Branch of Kirov State Medical Academy, ul. Babushkina 11, 167000 Republic of Komi, Syktyvkar, Russia.,",[Clinical course and outcomes of myocardial infarction in women].,Kardiologiia,2013,OUTC,Human,778,
111,24034094,No," Bo Zhang Affiliation=Department of Cardiology, First Affiliated Hospital, Dalian Medical University, Dalian, Liaoning 116011, China.,",Gender disparity in early death after ST-elevation myocardial infarction.,Chinese medical journal,2013,OUTC,Human,1429,
112,23428716,No," Hiroyuki Okura Affiliation=Division of Cardiology, Kawasaki Medical School, Matsushima, Kurashiki 701-0192, Japan. hokura@fides.dti.ne.jp,",gender-specific outcome after paclitaxel-eluting stent implantation in japanese patients with coronary artery disease--sub-analysis of the Japan TAXUS Express2 post-marketing survey.,Circulation journal : official journal of the Japanese Circulation Society,2013,OUTC,Human,2132,
113,22961416,No," AndrÃ¡s JÃ¡nosi,",[Clinical presentation and hospital outcome of patients with ST-elevation myocardial infarction -- Hungarian Myocardial Infarction Registry data].,Orvosi hetilap,2012 Sep 16,Clinical,Human,4981,
114,22562810,No," Maximilian I Pinkham,",Effects of sex and ovarian hormones on the initial renal sympathetic nerve activity response to myocardial infarction.,Experimental physiology,2012 Sep,Pathophysiology,Rat,na,
115,22819738,No," T Bisdas,",The impact of gender on in-hospital outcomes after carotid endarterectomy or stenting.,European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery,2012 Sep,Outcomes,Human,69688,
116,21550674,No," Yves Coppieters,","Gender differences in acute myocardial infarction, twenty-five years registration.",International journal of cardiology,2012 Oct 4,Epidemiology,Human,na,
117,21531469,No," Stefania De Feo,",Gender differences in cardiac rehabilitation programs from the Italian survey on cardiac rehabilitation (ISYDE-2008).,International journal of cardiology,2012 Oct 4,Management,Human,2281,
118,22988009,No," Monique L Anderson,",Short- and long-term outcomes of coronary stenting in women versus men: results from the national cardiovascular data registry centers for medicare & medicaid services cohort.,Circulation,2012 Oct 30,Outcomes,Human,426996,
119,23008438,No," Sjoerd T Nauta,",Sex-related trends in mortality in hospitalized men and women after myocardial infarction between 1985 and 2008: equal benefit for women and men.,Circulation,2012 Oct 30,Outcomes,Human,14434,
120,21859780,No," Jan Mannsverk,",Age and gender differences in incidence and case fatality trends for myocardial infarction: a 30-year follow-up. The Tromso Study.,European journal of preventive cardiology,2012 Oct,Epidemiology,Human,31323,
121,22748404,No," Sripal Bangalore,",Age and gender differences in quality of care and outcomes for patients with ST-segment elevation myocardial infarction.,The American journal of medicine,2012 Oct,Outcomes,Human,31544,
122,21930718,No," Caroline BÃ¤hler,",Lower age at first myocardial infarction in female compared to male smokers.,European journal of preventive cardiology,2012 Oct,Epidemiology,Human,15711,
123,22854101,No," Marna Rayl Greenberg,",Analysis of sex differences in preadmission management of ST-segment elevation (STEMI) myocardial infarction.,Gender medicine,2012 Oct,Management,Human,1231,
124,22531464,No," Emanuele Canali,",Impact of gender differences on myocardial salvage and post-ischaemic left ventricular remodelling after primary coronary angioplasty: new insights from cardiovascular magnetic resonance.,European heart journal cardiovascular Imaging,2012 Nov,CLIN,Human,283,
125,23047015,Yes," Eveline Oestreicher Stock,",Cardiovascular disease in women.,Current problems in cardiology,2012 Nov,REVIEW,Human,na,
126,22777715,No," MarÃ­a Grau,",Sex-related differences in prognosis after myocardial infarction: changes from 1978 to 2007.,European journal of epidemiology,2012 Nov,EPI,Human,3982,
127,21990091,No," Shao-Sung Huang,",Effect of invasive strategy on different genders of Chinese patients with non-ST-elevation myocardial infarction.,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,2012 May 1,MANAG,Human,343,
128,22774568,No," Hiroe Okura,",[Performance and clinical utility of a high-sensitivity troponin T assay].,Rinsho byori. The Japanese journal of clinical pathology,2012 May,CLIN,Human,na,
129,22538031,No," Sayed Fayaz Mujtaba,",Gender based differences in symptoms of acute coronary syndrome.,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,2012 May,CLIN,Human,437,
130,20884159,No," Marna Rayl Greenberg,",Gender disparity in emergency department non-ST elevation myocardial infarction management.,The Journal of emergency medicine,2012 May,MANAG,Human,na,
131,22031479,No," Manouchehr Nakhjavani,",Gender difference in albuminuria and ischemic heart disease in type 2 diabetes.,Clinical medicine & research,2012 May,CLIN,Human,926,
132,22196789,No," Si-Hyuck Kang,",Sex differences in management and mortality of patients with ST-elevation myocardial infarction (from the Korean Acute Myocardial Infarction National Registry).,The American journal of cardiology,2012 Mar 15,MANAG,Human,14253,
133,22424018,No," Harmony R Reynolds,",Relationship of female sex to outcomes after myocardial infarction with persistent total occlusion of the infarct artery: analysis of the Occluded Artery Trial (OAT).,American heart journal,2012 Mar,OUTC,Human,2201,
134,22622116,Yes," Maria Francesca Notarangelo,",[Genetic basis of ischemic heart disease. Do women have distinctive characteristics?].,Giornale italiano di cardiologia (2006),2012 Jun,REVIEW,Human,na,
135,22207328,No," Ingrid Toft,",Cystatin C as risk factor for cardiovascular events and all-cause mortality in the general population. The TromsÃ¸ Study.,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",2012 Jul,CLIN,Human,6005,
136,22211855,No," K H Angerud,",Patients with diabetes are not more likely to have atypical symptoms when seeking care of a first myocardial infarction. An analysis of 4028 patients in the Northern Sweden MONICA Study.,Diabetic medicine : a journal of the British Diabetic Association,2012 Jul,CLIN,Human,4028,
137,22499802,No," Casimiro Javierre,",Age and sex differences in perioperative myocardial infarction after cardiac surgery.,Interactive cardiovascular and thoracic surgery,2012 Jul,CLIN,Human,2038,
138,22028459,No," Ingo Eitel,",Sex Differences in Myocardial Salvage and Clinical Outcome in Patients With Acute Reperfused ST-Elevation Myocardial Infarction: Advances in Cardiovascular Imaging.,Circulation. Cardiovascular imaging,2012 Jan 1,Management,Human,335,
139,22340457,No," Shao-Liang Chen,","Comparison of a five-year clinical outcome between Chinese women and men with de novo coronary disease treated with implantation of a drug-eluting stent: a three-center, prospective, registry study.",Chinese medical journal,2012 Jan,OUTC,Human,996,
140,22575120,No," Bo Zhang,",[The role of gender difference on the prognosis of ST-segment elevation myocardial infarction (STEMI) in patients treated with primary percutaneous coronary intervention].,Zhonghua liu xing bing xue za zhi ,2012 Jan,OUTC,Human,382,
141,22210585,No," Anders Hvelplund,","Significance of the invasive strategy after acute myocardial infarction on prognosis and secondary preventive medication: a nationwide study of 6364 women and 11,915 men.",The Journal of invasive cardiology,2012 Jan,Management,Human,18279,
142,22172443,No," Giuseppe Ferrante,",Sex-specific benefits of sirolimus-eluting stent on long-term outcomes in patients with ST-elevation myocardial infarction undergoing primary percutaneous coronary intervention: Insights from the Multicenter Evaluation of Single High-Dose Bolus Tirofiban Versus Abciximab With Sirolimus-Eluting Stent or Bare-Metal Stent in Acute Myocardial Infarction Study trial.,American heart journal,2012 Jan,Outcomes,Human,744,
143,22357832,No," John G Canto,",Association of age and sex with myocardial infarction symptom presentation and in-hospital mortality.,JAMA : the journal of the American Medical Association,2012 Feb 22,CLIN,Human,1143513,
144,22078221,No," Rajendra H Mehta,",Comparison of Incidence of Bleeding and Mortality of Men Versus Women With ST-Elevation Myocardial Infarction Treated With Fibrinolysis.,The American journal of cardiology,2012 Feb 1,Outcomes,Human,NA,
145,22490709,No," Xing-hui Shao,",[Comparison on therapeutic approach and short-term outcomes between male and female patients with ST-segment elevation myocardial infarction].,Zhonghua xin xue guan bing za zhi,2012 Feb,MANAG,Human,7431,
146,22920928,No," Padma Kaul,",Relative prognostic value of baseline Q wave and time from symptom onset among men and women with ST-elevation myocardial infarction undergoing percutaneous coronary intervention.,The American journal of cardiology,2012 Dec 1,CLIN,Human,4530,
147,23380779,No," Carla Almeida Damasceno,",[Factors associated with the decision to seek health care in myocardial infarction: gender differences].,Revista da Escola de Enfermagem da U S P,2012 Dec,EPI,Human,100,
148,23844466,No," Juan Carlos Zevallos Affiliation=University of Puerto Rico Medical Sciences Campus, San Juan, Puerto Rico. juan.zevallos@upr.edu,",Gender disparities in Puerto Ricans hospitalized with an initial acute myocardial infarction: A population-based perspective.,Puerto Rico health sciences journal,2012 Dec,CLIN,Human,1415,
149,22325551,No," Steve A Aguilar,","Gender differences in scene time, transport time, and total scene to hospital arrival time determined by the use of a prehospital electrocardiogram in patients with complaint of chest pain.",The Journal of emergency medicine,2012 Aug,MANAG,Human,,
150,21724682,No," Kim Wadt Hansen,",No gender differences in prognosis and preventive treatment in patients with AMI without significant stenoses.,European journal of preventive cardiology,2012 Aug,MANAG,Human,1595,
151,21112645,No," A Ravn-Fischer,",Community-based gender perspectives of triage and treatment in suspected myocardial infarction.,International journal of cardiology,2012 Apr 19,MANAG,Human,3224,
152,22420957,No," Wayne D Rosamond,","Twenty-two-year trends in incidence of myocardial infarction, coronary heart disease mortality, and case fatality in 4 US communities, 1987-2008.",Circulation,2012 Apr 17,EPI,Human,30 985,
153,22245410,No," Zefeng Zhang,",Age-specific gender differences in in-hospital mortality by type of acute myocardial infarction.,The American journal of cardiology,2012 Apr 15,OUTC,Human,91088,
154,21450581,No," Serafina Valente,",Gender-related difference in ST-elevation myocardial infarction treated with primary angioplasty: a single-centre 6-year registry.,European journal of preventive cardiology,2012 Apr,MANAG,Human,1127,
155,22343268,No," Kiyotaka Hao,","Urbanization, life style changes and the incidence/in-hospital mortality of acute myocardial infarction in Japan: report from the MIYAGI-AMI Registry Study.",Circulation journal : official journal of the Japanese Circulation Society,2012,EPI,Human,19921,
156,22997490,No," Hung-Yu Yang,",Gender differences and the trend in the acute myocardial infarction: a 10-year nationwide population-based analysis.,TheScientificWorldJournal,2012,EPI,Human,1000000,
157,22870916,No," Carla Koopman,",Neighbourhood socioeconomic inequalities in incidence of acute myocardial infarction: a cohort study quantifying age- and gender-specific differences in relative and absolute terms.,BMC public health,2012,EPI,Human,317564,
158,23027450,No," Gerd Glaeske,",Gender-specific drug prescription in germany results from prescriptions analyses.,Handbook of experimental pharmacology,2012,REVIEW,Human,na,
159,22384046,No," Peter WallstrÃ¶m,",Dietary fiber and saturated fat intake associations with cardiovascular disease differ by sex in the MalmÃ¶ Diet and Cancer Cohort: a prospective study.,PloS one,2012,EPI,Human,20674,
160,22457480,No," Sofia Sederholm Lawesson,",Time trends in STEMI--improved treatment and outcome but still a gender gap: a prospective observational cohort study from the SWEDEHEART register.,BMJ open,2012,MANAG,Human,,
161,22389358,No," Peter Damman,",Gender difference in the prognostic value of estimated glomerular filtration rate at admission in ST-segment elevation myocardial infarction: a prospective cohort study.,BMJ open,2012,CLIN,Human,1970,
162,21081276,No," Yue-Feng Chen,",Post-myocardial infarction left ventricular myocyte remodeling: are there gender differences in rats?,Cardiovascular pathology : the official journal of the Society for Cardiovascular Pathology,2011 Sep-Oct,Clinical,Rat,NA,
163,21726840,No," Masaharu Ishihara,",Comparison of gender-specific mortality in patients < 70 years versus â‰¥ 70 years old with acute myocardial infarction.,The American journal of cardiology,2011 Sep 15,Outcomes,Human,2677,
164,21741026,No," FranÃ§ois Schiele,",Propensity score-matched analysis of effects of clinical characteristics and treatment on gender difference in outcomes after acute myocardial infarction.,The American journal of cardiology,2011 Sep 15,Outcomes,Human,3510,
165,22041042,Yes," Jennifer S Lawton,",Sex and gender differences in coronary artery disease.,Seminars in thoracic and cardiovascular surgery,2011 Season=Summer,Review,Human,NA,
166,21816380,No," Amytis Towfighi,",National gender-specific trends in myocardial infarction hospitalization rates among patients aged 35 to 64 years.,The American journal of cardiology,2011 Oct 15,Epidemiology,Human,2824615,
167,22037267,No," Teruo Shiraki,",Sex difference of in-hospital mortality in patients with acute myocardial infarction.,Acta medica Okayama,2011 Oct,Outcomes,Human,1354,
168,22000678,Yes," Linda L Coventry,",Sex differences in symptom presentation in acute myocardial infarction: a systematic review and meta-analysis.,Heart & lung : the journal of critical care,2011 Nov-Dec,Review,Human,NA,
169,21717199,No," Hanna-Riikka Lehto,",Sex differences in short- and long-term case-fatality of myocardial infarction.,European journal of epidemiology,2011 Nov,Outcomes,Human,6342,
170,21924580,No," Giuseppe Ferrante,",Impact of female sex on long-term outcomes in patients with ST-elevation myocardial infarction treated by primary percutaneous coronary intervention.,The Canadian journal of cardiology,2011 Nov,Outcomes,Human,481,
171,21240004,No," Gesine Grande,",Gender differences in recovery goals in patients after acute myocardial infarction.,Journal of cardiopulmonary rehabilitation and prevention,2011 May-Jun,Management,Human,590,
172,21557255,No," Birgit Hailer,",Gender-related differences in patients with ST-elevation myocardial infarction: results from the registry study of the ST elevation myocardial infarction network Essen.,Clinical cardiology,2011 May,Clinical,Human,1365,
173,21176835,No," Jun Pu,",Gender differences in epicardial and tissue-level reperfusion in patients undergoing primary angioplasty for acute myocardial infarction.,Atherosclerosis,2011 Mar,Management,Human,594,
174,21420056,No," Inge Kirchberger,",Sex differences in patient-reported symptoms associated with myocardial infarction (from the population-based MONICA/KORA Myocardial Infarction Registry).,The American journal of cardiology,2011 Jun 1,Clinical,Human,2278,
175,20227262,No," R P Donahue,",Impaired fasting glucose and recurrent cardiovascular disease among survivors of a first acute myocardial infarction: evidence of a sex difference? The Western New York experience.,"Nutrition, metabolism, and cardiovascular diseases : NMCD",2011 Jul,Clinical,Human,1226,
176,24146527,No," Abdullah S Assiri Affiliation=King Khalid University, Interventional Cardiology Consultant, College of Medicine, P.O. Box 641, 61421 Abha, Saudi Arabia.,",Gender differences in clinical presentation and management of patients with acute coronary syndrome in Southwest of Saudi Arabia.,Journal of the Saudi Heart Association,2011 Jul,CLIN,Human,545,
177,21167339,No," Padma Kaul,",Temporal trends in patient and treatment delay among men and women presenting with ST-elevation myocardial infarction.,American heart journal,2011 Jan,Management,Human,1638,
178,23960630,No," Kadhim Sulaiman Affiliation=Department of Cardiology, Royal Hospital, Muscat-111, Oman.,","Gender-related differences in the presentation, management, and outcomes among patients with acute coronary syndrome from Oman.",Journal of the Saudi Heart Association,2011 Jan,CLIN,Human,1579,
179,20197314,No," Ygal Plakht,",Gender and ethnic disparities in outcome following acute myocardial infarction among Bedouins and Jews in southern Israel.,European journal of public health,2011 Feb,Outcomes,Human,2669,
180,21118860,No," Masoud Shafazand,","Decreasing trends in the incidence of heart failure after acute myocardial infarction from 1993-2004: a study of 175,216 patients with a first acute myocardial infarction in Sweden.",European journal of heart failure,2011 Feb,Epidemiology,Human,175216,
181,21106909,No," Krystyna M Shioura,",Myofilament calcium sensitization delays decompensated hypertrophy differently between the sexes following myocardial infarction.,"American journal of physiology. Regulatory, integrative and comparative physiology",2011 Feb,,Mouse,NA,
182,20853070,No," Chiara Lazzeri,",Predictors of the early outcome in elderly patients with ST elevation myocardial infarction treated with primary angioplasty: a single center experience.,Internal and emergency medicine,2011 Feb,Management,Human,357,
183,21212134,No," Sofia Sederholm Lawesson,",Gender difference in prevalence and prognostic impact of renal insufficiency in patients with ST-elevation myocardial infarction treated with primary percutaneous coronary intervention.,Heart (British Cardiac Society),2011 Feb,Epidemiology,Human,274,
184,21082259,No," Waqas Ahmed,",Role of tissue plasminogen activator and plasminogen activator inhibitor polymorphism in myocardial infarction.,Molecular biology reports,2011 Apr,Pathophysiology,Human,446,
185,21518678,No," Marcin Sadowski,",Gender-related differences in mortality after ST-segment elevation myocardial infarction: a large multicentre national registry.,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2011 Apr,Outcomes,Human,26035,
186,21252506,Yes," Sabine Oertelt-Prigione,","Stroke and myocardial infarction: a comparative systematic evaluation of gender-specific analysis, funding and authorship patterns in cardiovascular research.","Cerebrovascular diseases (Basel, Switzerland)",2011,Review,Human,NA,
187,21449886,Yes," Marcin Barylski,",Gender differences in the treatment of ischemic heart disease.,Current pharmaceutical design,2011,Review,Human,NA,
188,21619566,No," MarÃ­a DueÃ±as,",Gender differences and determinants of health related quality of life in coronary patients: a follow-up study.,BMC cardiovascular disorders,2011,Management,Human,175,
189,21850619,No," Agnieszka Janion-Sadowska,","Gender-related differences in clinical course, therapeutic approach and prognosis in patients with non-ST segment elevation myocardial infarction.",Kardiologia polska,2011,Clinical,Human,1219,
190,22022463,No," Neel M Butala,","Gender differences in presentation, management, and in-hospital outcomes for patients with AMI in a lower-middle income country: evidence from Egypt.",PloS one,2011,Management,Human,1204,
191,20846222,No," Jane J B Khan,",Gender differences on chest pain perception associated with acute myocardial infarction in Chinese patients: a questionnaire survey.,Journal of clinical nursing,2010 Oct,Clinical,Human,128,
192,20213259,No," Giuseppe De Luca,",Gender-related differences in outcome after ST-segment elevation myocardial infarction treated by primary angioplasty and glycoprotein IIb-IIIa inhibitors: insights from the EGYPT cooperation.,Journal of thrombosis and thrombolysis,2010 Oct,Management,Human,1662,
193,20442666,No," Mohammad Masoomi,",Sex differences in potential daily triggers of the onset of acute myocardial infarction: a case-crossover analysis among an Iranian population.,"Journal of cardiovascular medicine (Hagerstown, Md.)",2010 Oct,,Human,198,
194,21081748,No," Judith H Lichtman,",Variation in recovery: Role of gender on outcomes of young AMI patients (VIRGO) study design.,Circulation. Cardiovascular quality and outcomes,2010 Nov,Epidemiology,Human,3000,
195,20692266,No," Quanhai Chen,",An association between gene expression and better survival in female mice following myocardial infarction.,Journal of molecular and cellular cardiology,2010 Nov,Pathophysiology,Mouse,na,
196,20959564,No," Hoa L Nguyen,",Age and sex differences and 20-year trends (1986 to 2005) in prehospital delay in patients hospitalized with acute myocardial infarction.,Circulation. Cardiovascular quality and outcomes,2010 Nov,Epidemiology,Human,5967,
197,20457340,No," Cynthia Arslanian-Engoren,",The feasibility and utility of the aid to cardiac triage intervention to improve nurses' cardiac triage decisions.,Heart & lung : the journal of critical care,2010 May-Jun,Management,Human,41,
198,20619239,No," JÃ©rÃ´me Roncalli,",Gender disparity in 48-hour mortality is limited to emergency percutaneous coronary intervention for ST-elevation myocardial infarction.,Archives of cardiovascular diseases,2010 May,Management,Human,9089,
199,20173301,No," Hiroshi Inoue,",Sex-related differences in the risk factor profile and medications of patients with atrial fibrillation recruited in J-TRACE.,Circulation journal : official journal of the Japanese Circulation Society,2010 Mar 25,Epidemiology,Human,2892,
200,20223363,Yes," Maddalena Piro,",Sex-related differences in myocardial remodeling.,Journal of the American College of Cardiology,2010 Mar 16,Review,Human,,
201,20299414,No," Sofia Sederholm Lawesson,","Gender perspective on risk factors, coronary lesions and long-term outcome in young patients with ST-elevation myocardial infarction.",Heart (British Cardiac Society),2010 Mar,Epidemiology,Human,2132,
202,20136522,No," Alexander Bufe,",Gender-based differences in long-term outcome after ST-elevation myocardial infarction in patients treated with percutaneous coronary intervention.,Journal of women's health (2002),2010 Mar,Outcomes,Human,500,
203,20372750,No," Li Ching Lee,",The impact of gender on the outcomes of invasive versus conservative management of patients with non-ST-segment elevation myocardial infarction.,"Annals of the Academy of Medicine, Singapore",2010 Mar,Management,Human,1353,
204,20238194,No," Roberto SciagrÃ ,","Evaluation of the influence of age and gender on the relationships between infarct size, infarct severity, and left ventricular ejection fraction in patients successfully treated with primary percutaneous coronary intervention.",Journal of nuclear cardiology : official publication of the American Society of Nuclear Cardiology,2010 Jun,Clinical,Human,460,
205,20515622,No," MÃ³nica MachÃ³n,","Sex differences in relative survival and prognostic factors in patients with a first acute myocardial infarction in Guipuzcoa, Spain.",Revista espaÃ±ola de cardiologÃ­a,2010 Jun,Outcomes,Human,1677,
206,20216323,No," Michelle M Fennessy,",Gender differences in fatigue associated with acute myocardial infarction.,Journal of cardiopulmonary rehabilitation and prevention,2010 Jul-Aug,Clinical,Human,116,
207,20598976,No," Deborah B Diercks,",Gender differences in time to presentation for myocardial infarction before and after a national women's cardiovascular awareness campaign: a temporal analysis from the Can Rapid Risk Stratification of Unstable Angina Patients Suppress ADverse Outcomes with Early Implementation (CRUSADE) and the National Cardiovascular Data Registry Acute Coronary Treatment and Intervention Outcomes Network-Get with the Guidelines (NCDR ACTION Registry-GWTG).,American heart journal,2010 Jul,Management,Human,125161,
208,20641118,No," Shinobu Hosokawa,",The impact of gender difference on the effects of preinfarction angina on microvascular damage with reperfused myocardial infarction.,Clinical cardiology,2010 Jul,Clinical,Human,334,
209,20489648,No," SÃ©verine Deguen,","A small-area ecologic study of myocardial infarction, neighborhood deprivation, and sex: a Bayesian modeling approach.","Epidemiology (Cambridge, Mass.)",2010 Jul,Epidemiology,Human,1193,
210,19893013,No," Eva van Rooij,",Myocyte enhancer factor 2 and class II histone deacetylases control a gender-specific pathway of cardioprotection mediated by the estrogen receptor.,Circulation research,2010 Jan 8,Pathophysiology,Mouse,,
211,20123674,Yes," Hoa L Nguyen,",Age and sex differences in duration of prehospital delay in patients with acute myocardial infarction: a systematic review.,Circulation. Cardiovascular quality and outcomes,2010 Jan 1,Review,Human,,
212,19940767,Yes," Abel Rivero,",Sex differences in arrhythmias.,Current opinion in cardiology,2010 Jan,Review,Human,,
213,20126352,Yes," Maria Cecília Solimene,",Coronary heart disease in women: a challenge for the 21st century.,"Clinics (São Paulo, Brazil)",2010 Jan,Review,Human,,
214,20142193,No," Imad Sheiban,",Sex-related differences in patients undergoing percutaneous unprotected left main stenting.,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2010 Feb,Management,Human,1452,
215,20186991,No," Dale Tavris,",Gender differences in the treatment of non-ST-segment elevation myocardial infarction.,Clinical cardiology,2010 Feb,Management,Human,32888,
216,21126609,No," Christa Meisinger,",Gender-Specific short and long-term mortality in diabetic versus nondiabetic patients with incident acute myocardial infarction in the reperfusion era (the MONICA/KORA Myocardial Infarction Registry).,The American journal of cardiology,2010 Dec 15,Outcomes,Human,2443,
217,21195362,No," Ioannis Kyriakidis,",Digit ratios and relation to myocardial infarction in Greek men and women.,Gender medicine,2010 Dec,Clinical,Human,180,
218,20847962,No," Tara L Sedlak,",Sex differences in coronary catheterization and revascularization following acute myocardial infarction: time trends from 1994 to 2003 in British Columbia.,The Canadian journal of cardiology,2010 Aug-Sep,Management,Human,na,
219,21029621,No," Jun Zhang,",[Gender-based analyses of intervention outcome in non-ST segment elevation acute coronary syndrome].,Zhonghua yi xue za zhi,2010 Aug 10,Outcomes,Human,815,
220,21804840,Yes," Randall R Fransoo,",Age difference explains gender difference in cardiac intervention rates after acute myocardial infarction.,Healthcare policy ,2010 Aug,Review,Human,na,
221,20589943,No," Jong-Seon Park,",Gender differences in clinical features and in-hospital outcomes in ST-segment elevation acute myocardial infarction: from the Korean Acute Myocardial Infarction Registry (KAMIR) study.,Clinical cardiology,2010 Aug,Outcomes,Human,4037,
222,20497664,No," Qi Zhang,",Absence of gender disparity in short-term clinical outcomes in patients with acute ST-segment elevation myocardial infarction undergoing sirolimus-eluting stent based primary coronary intervention: a report from Shanghai Acute Coronary Event (SACE) Registry.,Chinese medical journal,2010 Apr 5,Management,Human,2042,
223,19081153,No," Ildikó Kriszbacher,",The time of sunrise and the number of hours with daylight may influence the diurnal rhythm of acute heart attack mortality.,International journal of cardiology,2010 Apr 1,Outcomes,Human,32329,
224,20362729,No," Claire S Duvernoy,",Gender differences in adverse outcomes after contemporary percutaneous coronary intervention: an analysis from the Blue Cross Blue Shield of Michigan Cardiovascular Consortium (BMC2) percutaneous coronary intervention registry.,American heart journal,2010 Apr,Management,Human,22725,
